Customer_ID,Customer_Name,Age,Occupation,City,Annual_Income,Credit_Score,Total_Accounts,Total_Balance
311105,Client_11104,71.0,Student,Kolkata,41453.96,722,1.0,4306.74
311106,Client_11105,51.0,Retired,Mumbai,35701.54,743,1.0,45871.0
311107,Client_11106,29.0,Salaried,Jaipur,67238.61,689,3.0,25255.72
311108,Client_11107,43.0,Salaried,Jaipur,72836.69,845,2.0,9480.08
311109,Client_11108,72.0,Retired,Pune,55361.46,686,2.0,8505.22
311110,Client_11109,30.0,Business,Jaipur,35632.98,677,0.0,0.0
311111,Client_11110,20.0,Self Employed,Jaipur,87697.99,691,1.0,30033.97
311112,Client_11111,61.0,Retired,Chennai,43058.69,725,2.0,23868.37
311113,Client_11112,72.0,Business,Delhi,116704.11,711,0.0,0.0
311114,Client_11113,61.0,Student,Delhi,104461.96,769,1.0,15484.96
311115,Client_11114,34.0,Retired,Bengaluru,115151.15,786,1.0,3225.11
311116,Client_11115 ,24.0,Retired,Bengaluru,71168.69,624,1.0,11902.36
311117,Client_11116,42.0,Self Employed,Delhi,61863.27,666,2.0,30860.0
311118,Client_11117,65.0,Business,Delhi,91743.3,603,0.0,0.0
311119,Client_11118,24.0,Business,Delhi,39504.61,603,2.0,8345.26
311120,Client_11119,66.0,Salaried,Bengaluru,101254.34,796,1.0,37377.39
311121,Client_11120,47.0,Retired,Kolkata,88540.99,606,2.0,47401.1
311122,Client_11121,56.0,Salaried,Bengaluru,80355.21,765,1.0,10267.95
311123,Client_11122,58.0,Business,Pune,91425.32,687,1.0,12501.63
311124,Client_11123,44.0,Student,Kolkata,81079.45,699,0.0,0.0
311125,Client_11124,60.0,Self Employed,Kolkata,63881.64,677,1.0,46562.85
311126,Client_11125,29.0,Retired,Delhi,90814.71,665,2.0,67714.22
311127,Client_11126,66.0,Business,Mumbai,253818.96,735,1.0,114669.39
311128,Client_11127,36.0,Student,Bengaluru,40138.88,748,0.0,0.0
311129,Client_11128,20.0,Retired,Mumbai,25950.84,694,0.0,0.0
311130,Client_11129,39.0,Student,Chennai,128108.5,791,3.0,33865.05
311131,Client_11130,75.0,Salaried,Kolkata,145147.64,837,1.0,29288.22
311132,Client_11131,46.0,Business,Chennai,87582.43,666,0.0,0.0
311133,Client_11132,45.0,Retired,Mumbai,27171.13,691,3.0,38327.24
311134,Client_11133,51.0,Retired,Pune,40917.89,747,2.0,3813.32
311135,Client_11134,49.0,Retired,Mumbai,87897.76,725,1.0,5225.45
311136,Client_11135,27.0,Business,Pune,134337.3,804,1.0,10782.5
311137,Client_11136,35.0,Retired,Mumbai,70456.98,793,2.0,7566.24
311138,Client_11137,18.0,Student,Chennai,87556.36,697,2.0,83676.89
311139,Client_11138,31.0,Business,Delhi,24469.71,613,4.0,73005.08
311140,Client_11139,71.0,Self Employed,Delhi,127717.59,796,1.0,3174.21
311141,Client_11140,48.0,Retired,Delhi,56763.23,665,2.0,53469.48
311142,Client_11141,64.0,Business,Jaipur,42540.53,680,2.0,7705.09
311143,Client_11142,20.0,Retired,Chennai,102113.91,742,1.0,9901.25
311144,Client_11143,58.0,Business,Kolkata,73772.86,719,2.0,36573.83
311145,Client_11144,55.0,Business,Chennai,66472.86,748,1.0,4684.85
311146,Client_11145,65.0,Salaried,Bengaluru,38248.31,766,2.0,13110.73
311147,Client_11146,51.0,Student,Delhi,53862.7,709,3.0,21569.61
311148,Client_11147,62.0,Retired,Chennai,38830.5,773,0.0,0.0
311149,Client_11148,50.0,Student,Bengaluru,137594.38,676,2.0,8597.130000000001
311150,Client_11149,31.0,Self Employed,Bengaluru,25541.36,789,0.0,0.0
311151,Client_11150,67.0,Retired,Bengaluru,98061.81,676,2.0,25687.899999999998
311152,Client_11151,22.0,Salaried,Bengaluru,166196.2,668,1.0,55681.83
311153,Client_11152,70.0,Retired,Mumbai,44179.49,704,0.0,0.0
311154,Client_11153,27.0,Self Employed,Kolkata,81022.74,588,3.0,39480.09
311155,Client_11154,61.0,Salaried,Chennai,29656.69,790,2.0,29270.76
311156,Client_11155,60.0,Salaried,Chennai,59105.96,763,4.0,39556.03
311157,Client_11156,37.0,Business,Chennai,51420.72,709,1.0,67535.89
311158,Client_11157,60.0,Salaried,Bengaluru,106632.51,845,3.0,54882.58
311159,Client_11158,47.0,Student,Jaipur,88754.81,867,2.0,17976.48
311160,Client_11159,75.0,Salaried,Kolkata,56264.72,674,1.0,16227.54
311161,Client_11160,45.0,Self Employed,Delhi,49333.01,627,2.0,123043.13
311162,Client_11161,55.0,Student,Chennai,31403.19,861,0.0,0.0
311163,Client_11162,74.0,Retired,Kolkata,31033.28,718,3.0,22870.65
311164,Client_11163,72.0,Retired,Mumbai,121875.59,786,0.0,0.0
311165,Client_11164,18.0,Business,Delhi,143144.16,727,3.0,53442.93
311166,Client_11165,56.0,Self Employed,Pune,158559.47,694,0.0,0.0
311167,Client_11166,59.0,Salaried,Pune,88915.04,735,3.0,23536.050000000003
311168,Client_11167,36.0,Student,Kolkata,53548.08,774,3.0,20914.73
311169,Client_11168,70.0,Business,Pune,75894.39,565,0.0,0.0
311170,Client_11169,71.0,Salaried,Chennai,100003.82,745,0.0,0.0
311171,Client_11170,29.0,Business,Delhi,62885.13,609,1.0,9668.04
311172,Client_11171,74.0,Business,Bengaluru,81053.05,662,1.0,44056.13
311173,Client_11172,19.0,Business,Jaipur,89392.83,711,0.0,0.0
311174,Client_11173,71.0,Business,Mumbai,189800.99,667,1.0,1595.9
311175,Client_11174,41.0,Salaried,Bengaluru,66054.64,610,2.0,25039.66
311176,Client_11175,48.0,Business,Mumbai,140507.19,816,3.0,35707.08
311177,Client_11176,51.0,Student,Pune,49120.87,721,1.0,6837.53
311178,Client_11177,54.0,Self Employed,Delhi,77815.61,846,1.0,84405.95
311179,Client_11178,67.0,Retired,Mumbai,288300.64,740,2.0,12001.88
311180,Client_11179,28.0,Salaried,Pune,34138.28,744,2.0,50250.99
311181,Client_11180,23.0,Student,Kolkata,59302.53,692,0.0,0.0
311182,Client_11181,46.0,Self Employed,Pune,62432.03,822,0.0,0.0
311183,Client_11182,25.0,Salaried,Mumbai,118340.73,641,0.0,0.0
311184,Client_11183,61.0,Salaried,Mumbai,71691.16,675,0.0,0.0
311185,Client_11184,58.0,Retired,Delhi,109414.4,779,1.0,8113.43
311186,Client_11185,46.0,Student,Pune,103571.0,768,0.0,0.0
311187,Client_11186,58.0,Retired,Chennai,141722.16,657,1.0,6099.59
311188,Client_11187,74.0,Business,Bengaluru,43884.91,721,1.0,4831.19
311189,Client_11188,21.0,Student,Kolkata,39556.25,766,2.0,8451.8
311190,Client_11189,46.0,Salaried,Kolkata,53657.69,776,3.0,54960.2
311191,Client_11190,38.0,Business,Pune,99009.17,820,1.0,13836.11
311192,Client_11191,74.0,Business,Delhi,33909.54,699,0.0,0.0
311193,Client_11192,29.0,Business,Kolkata,48575.13,648,0.0,0.0
311194,Client_11193 ,47.0,Retired,Mumbai,71210.44,636,0.0,0.0
311195,Client_11194,30.0,Self Employed,Mumbai,36538.72,539,4.0,37853.05
311196,Client_11195,56.0,Business,Chennai,100745.64,588,1.0,25169.86
311197,Client_11196,51.0,Salaried,Pune,89442.12,756,1.0,49490.14
311198,Client_11197,29.0,Student,Chennai,119471.65,711,3.0,61055.689999999995
311199,Client_11198,18.0,Retired,Chennai,57599.34,689,2.0,63462.03
311200,Client_11199,73.0,Retired,Jaipur,68170.35,672,0.0,0.0
311201,Client_11200,40.0,Business,Jaipur,65144.75,502,1.0,10183.6
311202,Client_11201,68.0,Business,Delhi,48570.38,713,0.0,0.0
311203,Client_11202,46.0,Self Employed,Kolkata,128359.8,711,2.0,37961.29
311204,Client_11203,60.0,Salaried,Jaipur,51931.88,721,1.0,8869.11
311205,Client_11204,25.0,Retired,Kolkata,125814.37,531,2.0,15168.699999999999
311206,Client_11205,52.0,Self Employed,Kolkata,44840.33,696,3.0,107834.24
311207,Client_11206,26.0,Self Employed,Mumbai,171514.98,680,0.0,0.0
311208,Client_11207,23.0,Self Employed,Delhi,169694.48,714,3.0,47357.18
311209,Client_11208,33.0,Salaried,Delhi,47284.52,650,0.0,0.0
311210,Client_11209,43.0,Student,Pune,32771.1,779,1.0,6443.64
311211,Client_11210,49.0,Business,Mumbai,68671.68,727,0.0,0.0
311212,Client_11211,18.0,Retired,Mumbai,93986.76,757,1.0,4004.35
311213,Client_11212,75.0,Salaried,Jaipur,43841.04,683,0.0,0.0
311214,Client_11213,29.0,Self Employed,Bengaluru,29038.87,718,0.0,0.0
311215,Client_11214,62.0,Business,Delhi,26537.24,719,1.0,674.22
311216,Client_11215,53.0,Salaried,Pune,224808.36,748,0.0,0.0
311217,Client_11216,22.0,Salaried,Jaipur,64130.05,661,1.0,62842.62
311218,Client_11217,33.0,Self Employed,Jaipur,66236.2,741,0.0,0.0
311219,Client_11218 ,39.0,Salaried,Delhi,108900.8,900,0.0,0.0
311220,Client_11219,72.0,Retired,Delhi,37068.64,760,2.0,12055.130000000001
311221,Client_11220,22.0,Retired,Chennai,57112.71,777,0.0,0.0
311222,Client_11221,29.0,Self Employed,Delhi,39002.3,692,2.0,30263.09
311223,Client_11222,58.0,Salaried,Mumbai,39750.22,698,3.0,48613.840000000004
311224,Client_11223,73.0,Retired,Bengaluru,58230.76,639,0.0,0.0
311225,Client_11224,20.0,Student,Bengaluru,91464.43,854,0.0,0.0
311226,Client_11225,65.0,Self Employed,Bengaluru,128448.15,703,3.0,53950.51
311227,Client_11226,55.0,Self Employed,Delhi,132173.37,697,1.0,6360.29
311228,Client_11227,19.0,Salaried,Mumbai,61685.28,753,1.0,48009.43
311229,Client_11228,68.0,Self Employed,Kolkata,111869.08,671,2.0,5578.08
311230,Client_11229,32.0,Retired,Delhi,102851.23,719,2.0,12176.369999999999
311231,Client_11230,71.0,Retired,Jaipur,49551.65,658,1.0,38278.32
311232,Client_11231,21.0,Self Employed,Kolkata,85251.77,671,0.0,0.0
311233,Client_11232,26.0,Business,Bengaluru,111506.25,627,1.0,11588.2
311234,Client_11233,18.0,Self Employed,Kolkata,49502.41,669,0.0,0.0
311235,Client_11234,73.0,Retired,Delhi,125934.32,690,1.0,18416.61
311236,Client_11235,69.0,Student,Mumbai,48110.17,704,3.0,9904.630000000001
311237,Client_11236,25.0,Business,Delhi,88685.44,710,4.0,62122.06
311238,Client_11237,61.0,Self Employed,Mumbai,56185.95,696,1.0,15301.13
311239,Client_11238,18.0,Business,Bengaluru,32963.67,714,0.0,0.0
311240,Client_11239,21.0,Retired,Delhi,180351.59,733,0.0,0.0
311241,CLIENT_11240,75.0,Self Employed,Chennai,108008.12,682,2.0,21248.64
311242,Client_11241,21.0,Business,Mumbai,50398.36,696,2.0,25479.66
311243,Client_11242,51.0,Self Employed,Jaipur,29488.48,693,1.0,29113.38
311244,Client_11243,57.0,Student,Delhi,63682.37,762,2.0,14909.46
311245,Client_11244,44.0,Retired,Chennai,122864.95,795,0.0,0.0
311246,Client_11245,41.0,Student,Pune,68742.94,600,1.0,9801.24
311247,Client_11246,31.0,Salaried,Chennai,52601.05,669,2.0,55353.55
311248,Client_11247,74.0,Retired,Jaipur,55941.69,810,1.0,559.62
311249,Client_11248,70.0,Student,Chennai,57136.77,813,1.0,20310.17
311250,Client_11249,24.0,Salaried,Mumbai,115290.85,791,1.0,18422.44
311251,Client_11250,51.0,Retired,Chennai,41585.16,579,1.0,5921.75
311252,Client_11251,42.0,Business,Mumbai,99429.93,692,0.0,0.0
311253,Client_11252,23.0,Student,Bengaluru,160714.87,789,1.0,16685.19
311254,Client_11253,67.0,Retired,Pune,45722.47,623,1.0,19888.19
311255,Client_11254,55.0,Student,Mumbai,52973.2,761,1.0,17552.96
311256,Client_11255,37.0,Retired,Bengaluru,68288.95,769,2.0,23617.39
311257,Client_11256,58.0,Retired,Mumbai,161458.47,868,2.0,39506.71
311258,Client_11257,37.0,Student,Kolkata,88610.11,717,0.0,0.0
311259,Client_11258,51.0,Salaried,Bengaluru,143004.71,580,1.0,14172.99
311260,Client_11259,18.0,Self Employed,Chennai,127023.64,895,3.0,112817.55
311261,Client_11260,21.0,Salaried,Mumbai,135817.9,638,1.0,18671.35
311262,Client_11261,66.0,Student,Jaipur,118086.32,650,1.0,10241.26
311263,Client_11262,24.0,Student,Jaipur,106650.42,699,1.0,4952.43
311264,Client_11263,35.0,Student,Chennai,144802.0,718,3.0,40799.54
311265,Client_11264,74.0,Student,Chennai,94378.43,704,2.0,24111.55
311266,Client_11265,54.0,Salaried,Chennai,76350.3,781,0.0,0.0
311267,CLIENT_11266,60.0,Self Employed,Kolkata,23290.13,760,0.0,0.0
311268,Client_11267,75.0,Self Employed,Pune,67212.18,637,2.0,11135.1
311269,Client_11268,30.0,Self Employed,Chennai,121148.92,706,2.0,38062.14
311270,Client_11269,60.0,Self Employed,Kolkata,33789.42,608,1.0,37350.82
311271,Client_11270,45.0,Salaried,Jaipur,31722.66,818,1.0,6378.12
311272,Client_11271,18.0,Retired,Kolkata,94103.49,688,0.0,0.0
311273,Client_11272,73.0,Salaried,Mumbai,56631.94,773,0.0,0.0
311274,Client_11273,75.0,Self Employed,Delhi,111443.17,613,2.0,15535.37
311275,Client_11274,72.0,Business,Chennai,164500.81,676,1.0,16020.59
311276,Client_11275,36.0,Self Employed,Pune,113538.19,722,2.0,27546.78
311277,Client_11276,51.0,Student,Pune,31581.69,672,1.0,7620.74
311278,Client_11277,36.0,Retired,Pune,84467.25,645,1.0,3306.85
311279,Client_11278,51.0,Self Employed,Chennai,116412.15,710,0.0,0.0
311280,Client_11279,54.0,Salaried,Kolkata,49043.86,704,0.0,0.0
311281,Client_11280,75.0,Self Employed,Bengaluru,58213.74,644,2.0,71938.98999999999
311282,Client_11281,35.0,Salaried,Delhi,63720.81,792,1.0,6164.82
311283,Client_11282,71.0,Retired,Pune,68435.34,696,1.0,2158.5
311284,Client_11283,36.0,Salaried,Kolkata,18823.93,706,2.0,40065.86
311285,Client_11284,19.0,Student,Pune,76843.5,840,2.0,6908.210000000001
311286,Client_11285,65.0,Self Employed,Bengaluru,135169.17,572,0.0,0.0
311287,Client_11286,69.0,Retired,Chennai,294518.78,807,1.0,84278.14
311288,Client_11287,68.0,Self Employed,Mumbai,85082.92,691,2.0,7562.7
311289,Client_11288,57.0,Student,Bengaluru,62659.36,541,2.0,4845.35
311290,Client_11289,19.0,Student,Bengaluru,69941.46,729,0.0,0.0
311291,Client_11290,42.0,Student,Chennai,45085.19,664,0.0,0.0
311292,Client_11291,32.0,Student,Delhi,49841.63,720,2.0,21069.51
311293,Client_11292,55.0,Salaried,Mumbai,36856.86,698,2.0,22382.07
311294,Client_11293,41.0,Student,Chennai,85151.82,756,3.0,21089.86
311295,Client_11294,43.0,Retired,Mumbai,62167.07,768,2.0,40003.24
311296,Client_11295,24.0,Retired,Jaipur,100286.34,648,1.0,815.98
311297,Client_11296,35.0,Salaried,Pune,85510.63,683,0.0,0.0
311298,Client_11297,42.0,Self Employed,Delhi,48868.01,783,4.0,17091.670000000002
311299,Client_11298,18.0,Self Employed,Jaipur,23987.15,518,2.0,14405.7
311300,Client_11299,75.0,Self Employed,Jaipur,58137.84,671,0.0,0.0
311301,Client_11300,29.0,Business,Kolkata,64475.3,807,0.0,0.0
311302,Client_11301,58.0,Retired,Bengaluru,44976.35,726,3.0,41836.46
311303,Client_11302,64.0,Retired,Mumbai,52733.66,730,1.0,9872.82
311304,Client_11303,27.0,Student,Chennai,32040.84,792,1.0,16698.19
311305,Client_11304,23.0,Business,Jaipur,65274.0,703,1.0,9392.92
311306,Client_11305,69.0,Business,Mumbai,73881.38,728,1.0,7437.14
311307,Client_11306,63.0,Student,Pune,44333.9,798,1.0,9404.34
311308,Client_11307,71.0,Student,Bengaluru,41713.43,681,0.0,0.0
311309,Client_11308,45.0,Retired,Bengaluru,56599.42,685,3.0,61399.54
311310,Client_11309,72.0,Student,Bengaluru,164615.63,900,2.0,46342.78
311311,Client_11310,31.0,Salaried,Mumbai,58352.83,691,2.0,116103.2
311312,Client_11311,43.0,Student,Chennai,55598.43,670,0.0,0.0
311313,Client_11312,20.0,Student,Mumbai,61966.23,694,1.0,4175.21
311314,Client_11313,28.0,Salaried,Pune,38576.4,661,0.0,0.0
311315,Client_11314,31.0,Student,Pune,54452.74,684,0.0,0.0
311316,Client_11315,44.0,Retired,Chennai,115463.18,722,0.0,0.0
311317,Client_11316,61.0,Salaried,Jaipur,246399.12,527,3.0,17485.72
311318,Client_11317,51.0,Salaried,Jaipur,92793.62,747,0.0,0.0
311319,Client_11318,32.0,Business,Mumbai,24824.37,669,0.0,0.0
311320,Client_11319,70.0,Retired,Bengaluru,76205.81,711,0.0,0.0
311321,Client_11320,42.0,Business,Chennai,113133.52,623,3.0,53880.41
311322,Client_11321,58.0,Self Employed,Delhi,33974.74,809,2.0,7977.969999999999
311323,Client_11322,75.0,Salaried,Jaipur,81166.26,693,1.0,9105.72
311324,Client_11323,41.0,Business,Delhi,48836.73,676,0.0,0.0
311325,Client_11324,48.0,Retired,Chennai,78057.45,629,2.0,67004.77
311326,Client_11325,74.0,Business,Delhi,56487.21,577,2.0,27216.89
311327,Client_11326,56.0,Student,Kolkata,116032.0,728,1.0,71875.28
311328,Client_11327,55.0,Self Employed,Pune,46554.91,702,0.0,0.0
311329,Client_11328,43.0,Student,Kolkata,79020.58,720,0.0,0.0
311330,Client_11329,71.0,Business,Bengaluru,98544.6,725,2.0,44172.47
311331,Client_11330,49.0,Self Employed,Jaipur,47662.66,827,0.0,0.0
311332,Client_11331,22.0,Self Employed,Chennai,98874.31,767,2.0,29575.28
311333,Client_11332,39.0,Self Employed,Pune,55187.1,837,0.0,0.0
311334,Client_11333,39.0,Retired,Delhi,42286.55,736,2.0,21166.71
311335,Client_11334,19.0,Retired,Chennai,121446.67,705,1.0,9558.71
311336,Client_11335,75.0,Self Employed,Delhi,65083.52,668,2.0,29626.920000000002
311337,Client_11336,32.0,Retired,Pune,39862.49,795,1.0,7294.24
311338,Client_11337,23.0,Self Employed,Pune,65027.07,824,0.0,0.0
311339,Client_11338,41.0,Retired,Bengaluru,40685.15,664,2.0,7683.16
311340,Client_11339,28.0,Retired,Jaipur,49172.85,651,1.0,12230.35
311341,Client_11340,22.0,Business,Kolkata,76091.47,644,1.0,2825.74
311342,Client_11341,65.0,Salaried,Delhi,82246.43,622,2.0,20135.760000000002
311343,Client_11342 ,68.0,Salaried,Pune,45223.34,859,2.0,13850.71
311344,Client_11343,66.0,Salaried,Jaipur,19553.16,617,0.0,0.0
311345,Client_11344,59.0,Salaried,Mumbai,71383.21,813,0.0,0.0
311346,Client_11345,39.0,Student,Pune,180385.78,494,0.0,0.0
311347,Client_11346,64.0,Self Employed,Kolkata,176100.3,643,5.0,219424.08
311348,Client_11347,45.0,Retired,Mumbai,150884.08,719,0.0,0.0
311349,Client_11348,71.0,Salaried,Mumbai,45268.69,838,1.0,23188.37
311350,Client_11349,70.0,Salaried,Mumbai,31545.29,749,1.0,7431.63
311351,Client_11350,30.0,Self Employed,Jaipur,83844.78,715,1.0,10582.28
311352,Client_11351,31.0,Self Employed,Jaipur,23961.25,743,3.0,53666.79
311353,Client_11352,45.0,Business,Pune,32976.16,776,3.0,48182.65
311354,Client_11353,27.0,Student,Delhi,61817.62,751,2.0,20908.989999999998
311355,Client_11354,47.0,Business,Delhi,125695.94,699,2.0,34571.57
311356,Client_11355,29.0,Business,Pune,139603.42,734,2.0,24464.239999999998
311357,Client_11356,42.0,Self Employed,Chennai,66577.46,756,0.0,0.0
311358,Client_11357,45.0,Retired,Delhi,91466.14,670,1.0,12276.4
311359,Client_11358,75.0,Business,Chennai,59177.62,637,2.0,135212.75
311360,Client_11359,55.0,Business,Delhi,64592.09,881,0.0,0.0
311361,Client_11360,58.0,Retired,Bengaluru,103118.89,779,3.0,41373.35
311362,Client_11361,47.0,Student,Delhi,36938.41,709,0.0,0.0
311363,Client_11362,26.0,Student,Mumbai,109455.51,817,0.0,0.0
311364,Client_11363,28.0,Salaried,Mumbai,42781.12,725,0.0,0.0
311365,Client_11364,63.0,Self Employed,Kolkata,31214.61,826,1.0,12659.01
311366,Client_11365,38.0,Retired,Pune,48368.98,717,0.0,0.0
311367,Client_11366,70.0,Self Employed,Delhi,82925.4,654,1.0,5574.59
311368,Client_11367,28.0,Business,Chennai,32618.95,756,1.0,7026.72
311369,Client_11368,31.0,Salaried,Chennai,100383.72,570,0.0,0.0
311370,CLIENT_11369,67.0,Retired,Chennai,40598.1,742,1.0,56670.51
311371,Client_11370,51.0,Salaried,Mumbai,40295.78,714,2.0,21888.04
311372,Client_11371,59.0,Self Employed,Chennai,118692.38,738,1.0,9770.66
311373,Client_11372,25.0,Business,Jaipur,129975.49,628,4.0,45301.15
311374,Client_11373,75.0,Self Employed,Chennai,135774.34,758,1.0,15090.78
311375,Client_11374,29.0,Retired,Bengaluru,93307.13,729,0.0,0.0
311376,Client_11375,54.0,Retired,Jaipur,55081.67,725,0.0,0.0
311377,Client_11376,29.0,Retired,Bengaluru,95309.5,753,1.0,17324.59
311378,Client_11377,70.0,Business,Jaipur,59684.14,711,2.0,39193.31
311379,Client_11378,67.0,Business,Delhi,116652.38,714,0.0,0.0
311380,Client_11379,71.0,Student,Jaipur,53720.83,634,3.0,38702.33
311381,Client_11380,30.0,Business,Delhi,122408.52,658,2.0,52255.619999999995
311382,Client_11381,65.0,Self Employed,Bengaluru,195613.21,621,1.0,6936.95
311383,Client_11382,61.0,Student,Bengaluru,37496.32,774,2.0,24316.4
311384,Client_11383,21.0,Self Employed,Kolkata,40633.36,799,0.0,0.0
311385,Client_11384,60.0,Business,Mumbai,52450.01,699,1.0,16292.7
311386,Client_11385,59.0,Retired,Delhi,51592.88,847,1.0,30748.9
311387,Client_11386,74.0,Retired,Jaipur,62537.55,801,0.0,0.0
311388,Client_11387,26.0,Retired,Mumbai,35480.81,688,2.0,29823.68
311389,Client_11388,71.0,Business,Delhi,44811.06,812,1.0,18147.45
311390,Client_11389,75.0,Salaried,Pune,95246.68,671,3.0,42975.07
311391,Client_11390,34.0,Business,Mumbai,38830.66,816,0.0,0.0
311392,Client_11391,59.0,Business,Kolkata,82037.75,837,3.0,19537.96
311393,Client_11392,20.0,Business,Chennai,123023.57,746,0.0,0.0
311394,Client_11393,48.0,Salaried,Chennai,38418.41,764,2.0,12451.89
311395,Client_11394,41.0,Self Employed,Mumbai,92657.12,849,1.0,5243.88
311396,Client_11395,22.0,Self Employed,Mumbai,33324.22,671,0.0,0.0
311397,Client_11396,21.0,Student,Bengaluru,26574.92,800,2.0,24432.95
311398,Client_11397,29.0,Student,Delhi,149406.06,609,0.0,0.0
311399,Client_11398,20.0,Retired,Kolkata,48660.12,666,0.0,0.0
311400,Client_11399,47.0,Student,Delhi,120842.39,708,1.0,13442.86
311401,Client_11400,29.0,Student,Bengaluru,97559.01,641,2.0,29736.91
311402,Client_11401,27.0,Retired,Mumbai,34488.12,768,1.0,11854.68
311403,Client_11402,62.0,Business,Jaipur,44638.57,694,1.0,7827.01
311404,Client_11403,54.0,Salaried,Mumbai,104060.63,646,1.0,4986.65
311405,Client_11404,70.0,Retired,Bengaluru,136696.16,648,1.0,18757.7
311406,Client_11405,19.0,Retired,Bengaluru,97848.18,745,1.0,35588.1
311407,Client_11406,42.0,Self Employed,Jaipur,81675.55,727,0.0,0.0
311408,Client_11407,22.0,Self Employed,Bengaluru,42733.71,646,2.0,34327.84
311409,Client_11408,25.0,Student,Mumbai,91676.11,639,1.0,6612.52
311410,Client_11409,57.0,Student,Chennai,55095.57,646,2.0,81573.84
311411,Client_11410,27.0,Student,Kolkata,79726.28,801,2.0,24957.510000000002
311412,Client_11411,50.0,Salaried,Pune,72556.82,743,0.0,0.0
311413,Client_11412,57.0,Business,Kolkata,47648.62,704,1.0,5382.01
311414,Client_11413,74.0,Retired,Jaipur,91424.32,791,0.0,0.0
311415,Client_11414,54.0,Retired,Jaipur,40841.89,624,1.0,15073.49
311416,Client_11415,57.0,Business,Jaipur,45985.48,804,0.0,0.0
311417,Client_11416,47.0,Self Employed,Pune,46782.84,694,2.0,13737.88
311418,Client_11417,50.0,Retired,Pune,89713.3,769,0.0,0.0
311419,Client_11418,50.0,Retired,Mumbai,81726.2,746,2.0,36102.0
311420,Client_11419,25.0,Salaried,Delhi,52970.31,579,1.0,12931.35
311421,Client_11420,53.0,Self Employed,Jaipur,68234.06,691,2.0,21182.309999999998
311422,Client_11421,49.0,Business,Mumbai,47322.21,646,1.0,9587.99
311423,CLIENT_11422,68.0,Business,Chennai,73908.78,770,3.0,27353.27
311424,Client_11423,39.0,Retired,Bengaluru,43445.02,641,2.0,39713.33
311425,Client_11424,60.0,Student,Jaipur,26668.04,672,1.0,9133.78
311426,Client_11425,45.0,Retired,Kolkata,54789.85,761,0.0,0.0
311427,Client_11426,72.0,Self Employed,Mumbai,119371.56,647,1.0,13183.49
311428,Client_11427,45.0,Retired,Chennai,93302.52,767,1.0,6526.62
311429,Client_11428,20.0,Business,Delhi,84758.33,696,1.0,3669.77
311430,Client_11429,38.0,Retired,Delhi,122010.61,759,3.0,113280.62
311431,Client_11430,49.0,Retired,Pune,290113.21,690,2.0,17253.75
311432,Client_11431,66.0,Self Employed,Mumbai,65355.34,788,0.0,0.0
311433,Client_11432,54.0,Student,Kolkata,162152.69,596,0.0,0.0
311434,Client_11433,20.0,Student,Jaipur,85748.58,603,3.0,16603.710000000003
311435,Client_11434,67.0,Salaried,Jaipur,45073.42,633,2.0,20797.1
311436,Client_11435,19.0,Self Employed,Pune,190494.59,634,2.0,18071.120000000003
311437,Client_11436,56.0,Self Employed,Delhi,141950.7,802,1.0,4274.91
311438,Client_11437,38.0,Business,Bengaluru,75085.03,752,3.0,46276.18
311439,Client_11438,55.0,Student,Chennai,37453.22,616,2.0,46239.57
311440,Client_11439,40.0,Business,Chennai,79657.39,670,1.0,25067.88
311441,Client_11440,58.0,Student,Mumbai,53063.1,562,1.0,6406.13
311442,Client_11441,29.0,Self Employed,Jaipur,62173.44,837,1.0,4993.12
311443,Client_11442,37.0,Salaried,Mumbai,55346.47,581,1.0,6775.43
311444,Client_11443,33.0,Self Employed,Mumbai,73457.3,714,0.0,0.0
311445,Client_11444,71.0,Student,Chennai,52848.97,578,0.0,0.0
311446,Client_11445,66.0,Business,Mumbai,33293.42,756,1.0,11584.08
311447,Client_11446,18.0,Self Employed,Kolkata,104000.7,781,1.0,9008.18
311448,Client_11447,44.0,Salaried,Bengaluru,23682.24,668,1.0,35655.05
311449,Client_11448,38.0,Self Employed,Mumbai,64439.55,624,1.0,2292.82
311450,Client_11449,42.0,Self Employed,Jaipur,72437.89,646,1.0,31483.02
311451,Client_11450,20.0,Self Employed,Chennai,77321.3,745,1.0,11205.78
311452,Client_11451,59.0,Retired,Delhi,122112.12,738,2.0,23387.78
311453,Client_11452,30.0,Retired,Jaipur,54256.17,799,0.0,0.0
311454,Client_11453,47.0,Retired,Mumbai,147096.82,687,1.0,60853.94
311455,Client_11454,24.0,Retired,Chennai,84661.52,669,0.0,0.0
311456,Client_11455,63.0,Student,Kolkata,93521.09,759,5.0,103764.09
311457,Client_11456,48.0,Student,Mumbai,92630.36,715,2.0,80470.68000000001
311458,Client_11457,18.0,Self Employed,Chennai,48963.35,749,0.0,0.0
311459,Client_11458,74.0,Self Employed,Kolkata,100714.02,764,0.0,0.0
311460,Client_11459,18.0,Business,Kolkata,28070.53,732,0.0,0.0
311461,Client_11460,52.0,Salaried,Jaipur,28974.05,646,3.0,22879.34
311462,Client_11461,60.0,Retired,Kolkata,56814.19,659,2.0,29194.48
311463,Unknown,18.0,Student,Kolkata,36792.54,782,0.0,0.0
311464,Client_11463,73.0,Self Employed,Pune,63130.25,801,1.0,6586.19
