Account_ID,Customer_ID,Account_Type,Branch,Open_Date,Balance,Status,Year,Month_Number,Month_Name,Quarter
411904,318448,Savings,Delhi,2018-11-19 00:19:18,10547.57,Active,2018,11,November,4
411905,310600,Premium,Kolkata,2022-02-01 12:02:08,20154.46,Active,2022,2,February,1
411906,338518,Premium,Mumbai,2023-03-01 01:21:24,8221.51,Active,2023,3,March,1
411907,302373,Premium,Delhi,2024-09-09 01:12:15,28522.8,Active,2024,9,September,3
411908,323540,Salary,Bengaluru,2018-06-18 03:25:02,18391.43,Active,2018,6,June,2
411909,335732,Premium,Kolkata,2021-10-22 01:02:05,1249.74,Active,2021,10,October,4
411910,325825,Current,Delhi,2019-06-28 00:29:20,7623.89,Active,2019,6,June,2
411911,326400,Premium,Chennai,2023-12-09 02:48:14,3556.9,Active,2023,12,December,4
411912,322639,Current,Bengaluru,2020-07-09 20:46:45,20800.98,Active,2020,7,July,3
411913,325513,Premium,Kolkata,2019-07-05 05:57:41,11386.63,Active,2019,7,July,3
411914,310237,Savings,Delhi,2021-08-25 10:30:42,16308.94,Active,2021,8,August,3
411915,320724,Premium,Chennai,2024-07-18 12:38:02,45936.05,Closed,2024,7,July,3
411916,332843,Current,Kolkata,2024-05-23 02:19:44,34643.94,Dormant,2024,5,May,2
411917,305371,Current,Delhi,2024-09-16 11:43:18,38825.5,Active,2024,9,September,3
411918,307180,Premium,Kolkata,2022-01-31 07:42:22,6768.31,Active,2022,1,January,1
411919,315269,Salary,Bengaluru,2022-05-24 16:08:46,5294.03,Active,2022,5,May,2
411920,332846,Current,Chennai,2020-12-28 13:42:07,2525.75,Active,2020,12,December,4
411921,307878,Current,Kolkata,2020-11-11 00:50:48,14951.42,Active,2020,11,November,4
411922,305745,Current,Kolkata,2018-03-25 14:01:02,2245.06,Active,2018,3,March,1
411923,319407,Savings,Delhi,2023-01-12 11:55:04,17743.38,Active,2023,1,January,1
411924,312863,Premium,Delhi,2022-01-12 20:14:40,2232.08,Active,2022,1,January,1
411925,317811,Savings,Bengaluru,2018-03-07 07:25:58,7258.79,Closed,2018,3,March,1
411926,320036,Current,Delhi,2022-02-07 11:31:45,6519.57,Active,2022,2,February,1
411927,339633,Salary,Bengaluru,2021-09-16 20:43:05,4051.65,Active,2021,9,September,3
411928,321425,Savings,Chennai,2024-10-15 10:20:01,43904.01,Active,2024,10,October,4
411929,311058,Salary,Bengaluru,2024-01-28 20:24:54,4209.14,Active,2024,1,January,1
411930,328173,Salary,Bengaluru,2021-10-02 03:59:59,10653.24,Active,2021,10,October,4
411931,328289,Salary,Kolkata,2018-08-01 17:11:11,16529.17,Active,2018,8,August,3
411932,334179,Premium,Delhi,2018-10-01 20:47:38,3004.1,Active,2018,10,October,4
411933,327462,Current,Chennai,2018-09-01 01:17:40,13977.55,Active,2018,9,September,3
411934,327590,Current,Chennai,2023-08-03 05:38:25,12992.14,Dormant,2023,8,August,3
411935,319224,Premium,Chennai,2023-10-17 02:46:09,2658.32,Active,2023,10,October,4
411936,317658,Savings,Kolkata,2023-11-05 03:55:32,11524.4,Active,2023,11,November,4
411937,306816,Salary,Chennai,2020-12-09 07:31:29,4395.19,Active,2020,12,December,4
411938,321426,Current,Delhi,2019-04-03 11:51:03,23264.44,Active,2019,4,April,2
411939,321485,Salary,Mumbai,2019-02-20 22:48:18,15452.46,Active,2019,2,February,1
411940,334107,Savings,Bengaluru,2018-05-29 18:04:37,15943.26,Active,2018,5,May,2
411941,330241,Savings,Chennai,2020-08-27 04:33:58,14139.91,Active,2020,8,August,3
411942,319456,Current,Delhi,2024-01-28 00:34:32,22393.31,Active,2024,1,January,1
411943,301095,Premium,Bengaluru,2019-04-12 18:46:13,12064.98,Active,2019,4,April,2
411944,331984,Salary,Delhi,2019-05-24 19:16:01,6440.55,Active,2019,5,May,2
411945,323565,Savings,Mumbai,2023-11-14 16:27:19,9045.33,Closed,2023,11,November,4
411946,302018,Savings,Chennai,2023-02-25 00:05:55,2489.11,Active,2023,2,February,1
411947,324171,Current,Bengaluru,2020-07-19 06:17:22,5441.81,Active,2020,7,July,3
411948,319409,Current,Delhi,2019-11-17 00:35:40,31673.45,Active,2019,11,November,4
411949,326784,Savings,Mumbai,2022-11-28 07:08:41,20683.23,Active,2022,11,November,4
411950,326356,Salary,Kolkata,2018-01-26 04:10:39,11526.61,Dormant,2018,1,January,1
411951,325888,Premium,Bengaluru,2022-02-01 23:34:11,21682.89,Active,2022,2,February,1
411952,304336,Savings,Mumbai,2024-07-21 03:54:25,616.66,Active,2024,7,July,3
411953,311739,Current,Mumbai,2023-12-17 00:31:23,5414.88,Active,2023,12,December,4
411954,300454,Salary,Delhi,2023-12-14 06:38:54,23162.87,Dormant,2023,12,December,4
411955,310049,Savings,Bengaluru,2022-04-06 13:36:19,34207.33,Active,2022,4,April,2
411956,331838,Current,Chennai,2019-01-07 22:24:26,11397.86,Active,2019,1,January,1
411957,327487,Current,Delhi,2024-06-25 10:07:48,23097.54,Active,2024,6,June,2
411958,323335,Salary,Delhi,2018-04-21 11:06:03,6373.26,Active,2018,4,April,2
411959,321484,Savings,Bengaluru,2018-11-11 19:45:04,4843.82,Active,2018,11,November,4
411960,305250,Savings,Chennai,2023-03-17 05:32:58,12387.07,Active,2023,3,March,1
411961,314608,Salary,Delhi,2024-03-25 03:50:46,7078.38,Active,2024,3,March,1
411962,317503,Premium,Chennai,2023-01-30 08:07:02,35554.82,Active,2023,1,January,1
411963,309779,Savings,Mumbai,2019-01-05 04:35:09,2756.84,Active,2019,1,January,1
411964,328537,Premium,Chennai,2024-09-19 19:25:48,24247.05,Active,2024,9,September,3
411965,324156,Savings,Mumbai,2021-02-28 15:40:59,25602.92,Active,2021,2,February,1
411966,333830,Salary,Bengaluru,2023-08-04 04:22:25,6838.58,Active,2023,8,August,3
411967,325435,Salary,Kolkata,2020-03-01 05:22:58,18808.19,Active,2020,3,March,1
411968,322146,Premium,Bengaluru,2024-09-10 13:42:05,12384.39,Active,2024,9,September,3
411969,308705,Salary,Kolkata,2023-01-15 10:49:33,10655.87,Active,2023,1,January,1
411970,311689,Current,Mumbai,2022-01-18 02:28:31,14216.84,Active,2022,1,January,1
411971,300033,Current,Mumbai,2018-01-20 08:44:59,1366.4,Active,2018,1,January,1
411972,319055,Current,Kolkata,2018-04-06 05:51:20,10160.66,Active,2018,4,April,2
411973,302637,Salary,Bengaluru,2021-11-16 08:02:06,28954.61,Active,2021,11,November,4
411974,334740,Current,Chennai,2018-11-29 16:08:12,3931.25,Active,2018,11,November,4
411975,326312,Salary,Delhi,2021-07-30 10:40:31,3928.83,Active,2021,7,July,3
411976,326861,Premium,Bengaluru,2018-12-26 22:09:50,2840.61,Active,2018,12,December,4
411977,300267,Current,Mumbai,2022-03-04 05:06:20,6841.07,Active,2022,3,March,1
411978,322659,Salary,Delhi,2023-07-01 07:24:05,27280.88,Active,2023,7,July,3
411979,326856,Savings,Delhi,2020-07-12 09:30:51,15015.44,Active,2020,7,July,3
411980,327051,Salary,Delhi,2022-09-17 05:02:37,14446.1,Dormant,2022,9,September,3
411981,308398,Current,Kolkata,2019-05-29 16:44:08,26297.59,Active,2019,5,May,2
411982,308879,Current,Bengaluru,2020-02-27 06:05:15,5760.32,Active,2020,2,February,1
411983,302771,Current,Mumbai,2022-08-25 06:29:22,9140.62,Active,2022,8,August,3
411984,304711,Premium,Kolkata,2021-12-01 00:45:12,29777.21,Dormant,2021,12,December,4
411985,300257,Savings,Mumbai,2021-12-03 01:46:22,11564.24,Active,2021,12,December,4
411986,310667,Salary,Mumbai,2024-08-23 04:55:36,16338.32,Active,2024,8,August,3
411987,334804,Premium,Kolkata,2021-03-25 12:42:15,3474.41,Active,2021,3,March,1
411988,304832,Salary,Delhi,2019-09-26 11:51:21,6752.95,Active,2019,9,September,3
411989,316709,Salary,Chennai,2020-09-11 15:39:01,25853.52,Active,2020,9,September,3
411990,329916,Premium,Mumbai,2024-06-20 06:36:10,38123.44,Active,2024,6,June,2
411991,331196,Premium,Bengaluru,2020-03-14 09:18:35,7750.71,Dormant,2020,3,March,1
411992,305889,Current,Chennai,2024-07-30 13:13:58,8484.68,Closed,2024,7,July,3
411993,319385,Salary,Delhi,2022-09-16 12:49:49,1713.86,Active,2022,9,September,3
411994,301765,Current,Delhi,2018-09-10 00:43:48,11871.42,Active,2018,9,September,3
411995,329815,Savings,Bengaluru,2018-01-01 01:44:46,6676.33,Active,2018,1,January,1
411996,306007,Savings,Delhi,2024-03-08 13:54:08,2823.45,Active,2024,3,March,1
411997,301483,Salary,Mumbai,2019-04-21 01:56:57,11732.32,Active,2019,4,April,2
411998,318954,Salary,Chennai,2019-08-29 01:10:18,2973.65,Active,2019,8,August,3
411999,329573,Current,Delhi,2023-11-17 01:28:59,40257.6,Active,2023,11,November,4
412000,330948,Current,Kolkata,2024-02-16 11:08:51,11377.67,Active,2024,2,February,1
412001,302554,Savings,Bengaluru,2024-06-05 17:53:09,1703.69,Active,2024,6,June,2
412002,314368,Savings,Bengaluru,2020-01-12 18:11:57,8833.37,Active,2020,1,January,1
412003,333408,Current,Bengaluru,2018-08-15 07:32:03,1096.42,Active,2018,8,August,3
412004,335801,Salary,Chennai,2022-07-09 16:25:42,14194.37,Active,2022,7,July,3
412005,308271,Salary,Bengaluru,2020-02-12 11:02:02,3916.24,Active,2020,2,February,1
412006,332584,Savings,Chennai,2020-09-02 13:47:55,6927.59,Active,2020,9,September,3
412007,314899,Savings,Bengaluru,2020-01-25 22:26:20,1915.73,Active,2020,1,January,1
412008,308803,Current,Kolkata,2024-02-24 11:00:00,20970.24,Active,2024,2,February,1
412009,306507,Savings,Chennai,2019-01-13 19:00:55,2303.14,Active,2019,1,January,1
412010,315214,Savings,Delhi,2024-07-07 12:55:50,4111.79,Active,2024,7,July,3
412011,316576,Current,Chennai,2019-11-10 20:35:41,40489.35,Active,2019,11,November,4
412012,310199,Savings,Mumbai,2019-08-13 10:17:45,4753.14,Closed,2019,8,August,3
412013,329006,Premium,Mumbai,2023-08-06 04:53:27,12392.86,Active,2023,8,August,3
412014,316820,Current,Bengaluru,2024-10-05 08:34:38,11653.46,Active,2024,10,October,4
412015,320272,Current,Kolkata,2024-02-10 13:46:02,2160.99,Active,2024,2,February,1
412016,328877,Salary,Chennai,2020-04-13 06:08:18,3014.16,Active,2020,4,April,2
412017,327584,Current,Bengaluru,2022-01-09 05:25:28,3832.36,Active,2022,1,January,1
412018,337048,Savings,Mumbai,2021-12-15 15:52:33,16907.49,Active,2021,12,December,4
412019,325356,Salary,Kolkata,2024-01-24 04:03:55,3052.24,Active,2024,1,January,1
412020,337792,Savings,Chennai,2019-09-06 10:05:43,14251.9,Active,2019,9,September,3
412021,337843,Current,Chennai,2021-04-11 23:18:39,24897.77,Active,2021,4,April,2
412022,325357,Salary,Mumbai,2024-09-23 04:25:37,26678.11,Active,2024,9,September,3
412023,338255,Savings,Delhi,2018-05-02 21:07:22,1597.92,Active,2018,5,May,2
412024,304685,Savings,Delhi,2023-08-10 22:20:00,3395.92,Active,2023,8,August,3
412025,301858,Current,Mumbai,2022-02-10 16:57:00,5121.97,Active,2022,2,February,1
412026,329637,Savings,Bengaluru,2021-08-13 04:33:26,10859.3,Active,2021,8,August,3
412027,302229,Current,Chennai,2024-09-12 00:31:01,3887.07,Active,2024,9,September,3
412028,300283,Premium,Kolkata,2022-10-04 10:28:35,3782.12,Active,2022,10,October,4
412029,333722,Current,Chennai,2022-09-25 13:17:59,13687.71,Active,2022,9,September,3
412030,338369,Current,Bengaluru,2023-09-05 04:40:16,2960.18,Active,2023,9,September,3
412031,317204,Salary,Mumbai,2018-11-15 14:36:31,4940.84,Active,2018,11,November,4
412032,329692,Premium,Mumbai,2018-08-22 03:04:32,26074.24,Closed,2018,8,August,3
412033,319669,Premium,Chennai,2019-01-30 15:36:21,5624.79,Active,2019,1,January,1
412034,320420,Salary,Mumbai,2023-07-29 14:01:23,16026.06,Active,2023,7,July,3
412035,303091,Current,Chennai,2021-03-25 18:43:47,2770.38,Active,2021,3,March,1
412036,313980,Premium,Kolkata,2021-10-11 01:35:03,11801.67,Active,2021,10,October,4
412037,309565,Current,Mumbai,2024-01-27 09:02:04,25726.47,Active,2024,1,January,1
412038,313770,Current,Mumbai,2020-12-26 23:56:19,8944.39,Active,2020,12,December,4
412039,323671,Current,Delhi,2018-04-07 14:49:35,16112.34,Active,2018,4,April,2
412040,319411,Premium,Mumbai,2019-09-14 09:01:58,8971.53,Active,2019,9,September,3
412041,338088,Salary,Chennai,2023-09-26 20:06:41,23923.84,Active,2023,9,September,3
412042,334798,Premium,Kolkata,2020-08-21 12:48:51,10000.12,Active,2020,8,August,3
412043,314933,Savings,Mumbai,2018-01-24 20:37:09,13274.3,Dormant,2018,1,January,1
412044,333435,Current,Chennai,2024-05-04 03:39:33,8016.07,Dormant,2024,5,May,2
412045,335438,Salary,Chennai,2024-10-02 10:23:00,12214.99,Active,2024,10,October,4
412046,331962,Current,Kolkata,2019-02-04 09:37:50,3791.26,Active,2019,2,February,1
412047,321203,Savings,Bengaluru,2024-04-04 00:55:51,8322.1,Active,2024,4,April,2
412048,312028,Current,Kolkata,2020-03-10 22:09:56,27059.8,Active,2020,3,March,1
412049,317654,Salary,Mumbai,2024-08-11 02:53:17,4841.06,Active,2024,8,August,3
412050,335527,Savings,Kolkata,2022-10-03 18:35:39,8735.71,Active,2022,10,October,4
412051,308176,Current,Kolkata,2019-08-31 04:28:49,7430.02,Active,2019,8,August,3
412052,331636,Savings,Chennai,2024-07-24 22:40:31,3647.87,Active,2024,7,July,3
412053,326631,Salary,Mumbai,2020-02-16 08:22:35,733.51,Active,2020,2,February,1
412054,323303,Premium,Chennai,2024-08-22 11:07:12,4945.13,Active,2024,8,August,3
412055,326434,Savings,Bengaluru,2022-04-07 13:57:25,22058.48,Active,2022,4,April,2
412056,323170,Salary,Kolkata,2018-02-19 04:57:47,2678.53,Active,2018,2,February,1
412057,324836,Salary,Delhi,2024-11-16 01:20:53,16304.33,Active,2024,11,November,4
412058,310480,Salary,Bengaluru,2023-12-31 10:05:23,6977.22,Dormant,2023,12,December,4
412059,331629,Salary,Bengaluru,2024-10-19 06:46:19,15215.56,Active,2024,10,October,4
412060,339936,Current,Chennai,2019-12-01 01:33:44,959.47,Active,2019,12,December,4
412061,331283,Savings,Kolkata,2021-05-29 12:49:54,3557.93,Active,2021,5,May,2
412062,329311,Savings,Kolkata,2021-02-14 03:39:01,7323.61,Active,2021,2,February,1
412063,331621,Salary,Chennai,2018-05-02 07:13:08,3779.71,Active,2018,5,May,2
412064,300539,Salary,Kolkata,2021-03-24 14:11:02,53187.65,Active,2021,3,March,1
412065,335643,Current,Mumbai,2024-01-21 01:47:38,11599.24,Active,2024,1,January,1
412066,336051,Salary,Delhi,2020-06-19 18:00:26,3694.04,Active,2020,6,June,2
412067,334997,Savings,Bengaluru,2019-01-25 20:38:37,46467.25,Dormant,2019,1,January,1
412068,328026,Premium,Chennai,2021-10-23 02:50:22,67749.73,Active,2021,10,October,4
412069,329980,Current,Bengaluru,2023-10-19 01:51:07,13886.54,Dormant,2023,10,October,4
412070,305531,Premium,Kolkata,2024-05-18 12:54:22,7922.14,Active,2024,5,May,2
412071,309867,Premium,Bengaluru,2019-01-17 07:30:05,3581.76,Active,2019,1,January,1
412072,306629,Premium,Kolkata,2022-05-04 22:53:41,24254.37,Active,2022,5,May,2
412073,333559,Current,Chennai,2024-11-21 10:35:59,20680.74,Active,2024,11,November,4
412074,321074,Current,Kolkata,2020-01-08 00:15:39,31270.74,Dormant,2020,1,January,1
412075,326716,Savings,Bengaluru,2021-05-17 09:49:33,22305.7,Active,2021,5,May,2
412076,314206,Premium,Chennai,2022-07-18 13:47:51,36277.54,Active,2022,7,July,3
412077,337710,Salary,Delhi,2022-05-31 20:32:16,1978.65,Active,2022,5,May,2
412078,323474,Premium,Delhi,2018-05-07 13:19:31,15796.89,Closed,2018,5,May,2
412079,333962,Salary,Chennai,2023-08-16 11:07:13,42386.42,Closed,2023,8,August,3
412080,312801,Premium,Chennai,2022-11-27 15:06:23,66479.59,Closed,2022,11,November,4
412081,321673,Salary,Chennai,2022-12-17 10:11:40,24516.59,Active,2022,12,December,4
412082,315225,Salary,Delhi,2023-02-28 11:29:28,1767.89,Active,2023,2,February,1
412083,301920,Premium,Mumbai,2020-10-25 17:38:45,1824.43,Active,2020,10,October,4
412084,332615,Current,Chennai,2018-07-06 03:15:03,8260.07,Active,2018,7,July,3
412085,334625,Salary,Mumbai,2020-11-17 00:20:12,2077.11,Dormant,2020,11,November,4
412086,300674,Salary,Kolkata,2021-03-11 05:13:20,15592.76,Active,2021,3,March,1
412087,302028,Current,Kolkata,2020-11-30 20:49:10,23939.03,Active,2020,11,November,4
412088,315790,Premium,Bengaluru,2018-06-24 02:47:38,2471.93,Active,2018,6,June,2
412089,331620,Savings,Kolkata,2022-05-25 01:25:08,3089.98,Dormant,2022,5,May,2
412090,302347,Current,Mumbai,2020-12-14 15:07:38,3252.7,Active,2020,12,December,4
412091,310065,Current,Delhi,2020-01-20 13:11:55,36212.39,Active,2020,1,January,1
412092,314880,Savings,Delhi,2024-05-30 07:25:37,19045.53,Active,2024,5,May,2
412093,338421,Salary,Chennai,2018-11-12 04:01:00,10801.12,Dormant,2018,11,November,4
412094,315818,Premium,Mumbai,2023-10-27 14:56:01,2514.64,Active,2023,10,October,4
412095,306513,Salary,Kolkata,2018-08-03 03:25:09,6623.61,Active,2018,8,August,3
412096,333541,Current,Bengaluru,2020-01-01 12:51:18,13061.22,Active,2020,1,January,1
412097,329852,Salary,Bengaluru,2024-06-30 08:01:58,6509.35,Active,2024,6,June,2
412098,318562,Salary,Kolkata,2023-09-11 22:26:55,11749.3,Active,2023,9,September,3
412099,326924,Current,Bengaluru,2023-03-02 01:22:53,6715.55,Closed,2023,3,March,1
412100,312798,Premium,Bengaluru,2024-01-08 23:32:29,9031.23,Active,2024,1,January,1
412101,323019,Salary,Bengaluru,2020-11-10 15:09:50,34787.02,Active,2020,11,November,4
412102,324247,Current,Bengaluru,2022-08-19 21:08:30,24503.27,Active,2022,8,August,3
412103,329556,Salary,Mumbai,2018-01-23 11:27:44,9948.63,Active,2018,1,January,1
412104,329170,Current,Mumbai,2018-10-18 13:11:46,4660.21,Active,2018,10,October,4
412105,330145,Salary,Kolkata,2019-09-11 01:48:09,765.27,Active,2019,9,September,3
412106,309892,Salary,Mumbai,2018-08-25 15:01:47,1951.37,Active,2018,8,August,3
412107,339602,Current,Delhi,2018-02-01 01:07:12,10971.33,Active,2018,2,February,1
412108,337670,Current,Kolkata,2020-09-18 09:46:43,14880.95,Closed,2020,9,September,3
412109,317197,Current,Mumbai,2020-03-02 16:38:11,1700.17,Active,2020,3,March,1
412110,318796,Salary,Delhi,2021-03-11 02:41:36,29817.34,Active,2021,3,March,1
412111,323268,Current,Chennai,2018-09-05 14:06:17,10050.18,Active,2018,9,September,3
412112,331706,Salary,Kolkata,2023-06-06 01:56:25,23365.09,Active,2023,6,June,2
412113,319597,Premium,Chennai,2021-01-08 18:27:34,8320.8,Active,2021,1,January,1
412114,326949,Salary,Delhi,2024-11-03 01:58:26,5003.58,Active,2024,11,November,4
412115,311043,Premium,Bengaluru,2018-09-09 03:56:30,15010.46,Active,2018,9,September,3
412116,319962,Current,Delhi,2024-12-24 00:03:53,8301.74,Active,2024,12,December,4
412117,321948,Premium,Kolkata,2023-06-10 12:34:48,16652.59,Active,2023,6,June,2
412118,334986,Premium,Delhi,2019-01-03 21:24:15,25567.46,Active,2019,1,January,1
412119,317545,Current,Bengaluru,2022-11-23 21:28:08,57584.84,Active,2022,11,November,4
412120,326578,Salary,Chennai,2021-03-04 08:52:51,50721.6,Active,2021,3,March,1
412121,320997,Premium,Mumbai,2020-09-20 04:51:14,2075.01,Active,2020,9,September,3
412122,331042,Savings,Delhi,2019-12-11 05:28:09,17785.94,Active,2019,12,December,4
412123,312249,Current,Chennai,2024-06-01 12:32:56,43477.91,Active,2024,6,June,2
412124,315101,Current,Delhi,2019-10-09 01:16:06,2761.07,Active,2019,10,October,4
412125,319590,Premium,Delhi,2019-12-25 11:34:23,19183.3,Active,2019,12,December,4
412126,307195,Premium,Delhi,2019-06-12 02:29:35,562.15,Active,2019,6,June,2
412127,318539,Salary,Bengaluru,2022-01-25 18:07:30,29615.28,Active,2022,1,January,1
412128,334426,Premium,Kolkata,2018-06-07 11:21:10,7283.33,Dormant,2018,6,June,2
412129,328887,Current,Mumbai,2020-06-20 07:48:13,7759.83,Closed,2020,6,June,2
412130,322297,Premium,Mumbai,2018-12-17 03:53:15,9313.14,Active,2018,12,December,4
412131,305476,Current,Delhi,2020-02-27 05:24:48,5895.43,Active,2020,2,February,1
412132,332008,Current,Delhi,2019-03-14 10:41:54,12649.42,Active,2019,3,March,1
412133,317579,Salary,Delhi,2022-01-17 09:02:14,7617.13,Closed,2022,1,January,1
412134,317181,Current,Delhi,2023-02-21 23:01:53,8458.73,Active,2023,2,February,1
412135,301788,Salary,Kolkata,2020-07-17 10:33:26,3005.93,Active,2020,7,July,3
412136,327098,Current,Mumbai,2021-01-21 05:43:20,58717.08,Closed,2021,1,January,1
412137,321059,Current,Chennai,2022-09-13 02:42:10,9646.95,Active,2022,9,September,3
412138,337996,Current,Kolkata,2023-12-12 12:19:32,53073.34,Active,2023,12,December,4
412139,322205,Premium,Kolkata,2019-07-29 16:38:59,2580.81,Active,2019,7,July,3
412140,328543,Current,Chennai,2021-08-03 09:14:21,2753.94,Active,2021,8,August,3
412141,335059,Salary,Mumbai,2023-01-29 11:51:00,13716.34,Active,2023,1,January,1
412142,323426,Salary,Chennai,2022-06-30 21:44:53,17182.77,Active,2022,6,June,2
412143,317972,Current,Chennai,2022-08-17 05:22:51,16340.27,Active,2022,8,August,3
412144,335355,Current,Chennai,2022-03-13 13:02:13,4862.76,Active,2022,3,March,1
412145,316510,Premium,Mumbai,2021-02-26 04:50:54,55365.11,Active,2021,2,February,1
412146,334752,Salary,Chennai,2021-09-08 07:29:07,5410.57,Active,2021,9,September,3
412147,324095,Current,Delhi,2023-09-10 16:52:11,13450.56,Active,2023,9,September,3
412148,334225,Savings,Kolkata,2018-05-06 06:49:50,6136.26,Active,2018,5,May,2
412149,323071,Current,Bengaluru,2024-06-26 03:47:00,3739.08,Active,2024,6,June,2
412150,334045,Current,Kolkata,2024-12-29 02:38:30,39453.34,Active,2024,12,December,4
412151,339994,Salary,Delhi,2023-11-18 04:05:56,5475.73,Active,2023,11,November,4
412152,307202,Premium,Chennai,2024-01-17 16:00:51,6368.71,Active,2024,1,January,1
412153,324451,Current,Mumbai,2022-01-05 06:01:20,8118.48,Active,2022,1,January,1
412154,317555,Savings,Delhi,2021-07-21 16:57:31,19543.33,Active,2021,7,July,3
412155,310139,Salary,Kolkata,2022-01-30 17:06:57,60805.97,Active,2022,1,January,1
412156,307283,Savings,Bengaluru,2019-11-18 14:11:03,56512.87,Active,2019,11,November,4
412157,319797,Premium,Bengaluru,2021-06-05 05:51:49,8299.29,Active,2021,6,June,2
412158,332305,Salary,Bengaluru,2020-04-14 19:35:10,30826.02,Active,2020,4,April,2
412159,302450,Salary,Bengaluru,2022-11-02 09:58:17,18021.4,Closed,2022,11,November,4
412160,316164,Premium,Kolkata,2022-03-07 07:00:10,5224.81,Active,2022,3,March,1
412161,302254,Current,Mumbai,2024-03-15 09:49:59,18450.85,Active,2024,3,March,1
412162,333203,Premium,Delhi,2022-11-27 12:27:46,5880.81,Active,2022,11,November,4
412163,334388,Premium,Mumbai,2020-11-16 17:59:31,11364.52,Active,2020,11,November,4
412164,333343,Premium,Chennai,2018-04-26 20:06:29,4520.9,Active,2018,4,April,2
412165,316199,Salary,Delhi,2021-06-09 03:55:59,154923.08,Active,2021,6,June,2
412166,319456,Current,Delhi,2020-12-07 16:35:10,19621.35,Active,2020,12,December,4
412167,338122,Savings,Kolkata,2019-09-01 23:04:35,17330.68,Active,2019,9,September,3
412168,310845,Salary,Mumbai,2022-11-14 19:11:06,14337.08,Active,2022,11,November,4
412169,330012,Premium,Mumbai,2023-06-03 11:52:20,11221.45,Active,2023,6,June,2
412170,339774,Current,Mumbai,2023-07-19 01:09:18,6315.28,Active,2023,7,July,3
412171,313904,Premium,Mumbai,2021-07-30 15:35:05,23388.96,Active,2021,7,July,3
412172,318847,Savings,Delhi,2021-10-09 18:54:51,6666.97,Active,2021,10,October,4
412173,329089,Salary,Chennai,2020-05-05 13:33:14,30228.6,Active,2020,5,May,2
412174,330891,Premium,Delhi,2018-08-27 08:30:31,5114.19,Active,2018,8,August,3
412175,329596,Salary,Mumbai,2018-07-15 16:51:27,2846.9,Active,2018,7,July,3
412176,330819,Salary,Delhi,2022-08-12 09:58:46,1132.28,Active,2022,8,August,3
412177,325878,Savings,Chennai,2020-11-21 06:37:13,594.37,Active,2020,11,November,4
412178,334020,Premium,Chennai,2022-01-07 20:36:18,66637.58,Dormant,2022,1,January,1
412179,328869,Salary,Kolkata,2024-10-20 10:40:53,3157.16,Dormant,2024,10,October,4
412180,322864,Salary,Bengaluru,2019-07-14 20:27:04,3805.16,Active,2019,7,July,3
412181,312070,Savings,Bengaluru,2024-08-14 22:37:28,8392.89,Active,2024,8,August,3
412182,309579,Salary,Chennai,2021-04-23 23:06:29,4180.11,Active,2021,4,April,2
412183,324324,Savings,Bengaluru,2023-02-10 06:07:08,4038.9,Active,2023,2,February,1
412184,320207,Current,Bengaluru,2019-08-26 12:00:12,5016.87,Active,2019,8,August,3
412185,325075,Premium,Mumbai,2020-08-02 19:17:20,24736.31,Active,2020,8,August,3
412186,323612,Savings,Chennai,2022-10-02 11:09:32,29113.85,Active,2022,10,October,4
412187,310941,Savings,Mumbai,2021-07-21 07:11:52,4198.27,Active,2021,7,July,3
412188,309334,Current,Kolkata,2022-06-02 19:53:53,3172.43,Active,2022,6,June,2
412189,317585,Current,Delhi,2020-05-06 15:08:01,10059.85,Active,2020,5,May,2
412190,337581,Current,Bengaluru,2019-02-22 12:01:02,20552.5,Dormant,2019,2,February,1
412191,315188,Salary,Delhi,2018-04-17 17:55:44,5919.84,Active,2018,4,April,2
412192,306598,Premium,Mumbai,2018-08-06 07:46:22,44394.97,Active,2018,8,August,3
412193,309220,Salary,Bengaluru,2019-12-08 06:18:25,13336.62,Active,2019,12,December,4
412194,329578,Current,Kolkata,2024-12-04 01:18:40,13844.78,Active,2024,12,December,4
412195,332395,Current,Bengaluru,2020-10-06 16:29:58,1764.31,Active,2020,10,October,4
412196,318677,Current,Mumbai,2019-07-15 04:40:44,15713.87,Dormant,2019,7,July,3
412197,316711,Salary,Mumbai,2018-12-29 01:30:11,7097.21,Active,2018,12,December,4
412198,308544,Premium,Delhi,2022-08-05 20:55:52,6178.13,Active,2022,8,August,3
412199,334044,Salary,Delhi,2018-11-12 06:52:08,6426.49,Active,2018,11,November,4
412200,304347,Savings,Kolkata,2022-04-09 04:06:25,7112.7,Active,2022,4,April,2
412201,308336,Premium,Kolkata,2023-01-13 18:16:34,22744.5,Closed,2023,1,January,1
412202,336437,Savings,Mumbai,2023-05-04 11:40:21,5361.76,Active,2023,5,May,2
412203,314636,Savings,Delhi,2019-04-28 02:28:47,12926.35,Active,2019,4,April,2
412204,328709,Savings,Chennai,2024-03-06 17:43:44,4184.32,Active,2024,3,March,1
412205,302494,Current,Chennai,2024-02-29 06:56:43,9539.8,Active,2024,2,February,1
412206,312041,Salary,Chennai,2022-10-14 18:49:59,8724.73,Active,2022,10,October,4
412207,333439,Savings,Kolkata,2022-03-24 16:31:00,3146.75,Active,2022,3,March,1
412208,325132,Savings,Mumbai,2023-08-30 13:44:37,29105.58,Closed,2023,8,August,3
