Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Status,Estimated_Interest
509344,303161,Personal,3855724.86,13.49,12,Active,520137.28361399996
509345,332782,Auto,5705075.0,13.32,120,Active,7599159.900000001
509346,332694,Business,7777732.1,15.42,36,Active,3597978.86946
509347,321536,Home,1290258.48,14.58,240,Closed,3762393.72768
509348,324337,Business,6144187.72,9.54,36,Active,1758466.5254639997
509349,329337,Education,2470650.65,18.05,240,Active,8919048.846499998
509350,333174,Business,4989695.1,21.52,12,Active,1073782.38552
509351,331493,Education,6126510.41,8.99,48,Active,2203093.143436
509352,333166,Home,4023717.8,21.92,84,Active,6173992.59232
509353,335700,Home,777387.35,15.61,12,Active,121350.16533499998
509354,332014,Home,3965560.69,16.67,24,Active,1322117.934046
509355,337126,Home,401228.53,7.57,60,Rejected,151864.99860500003
509356,306414,Auto,7441481.56,13.79,12,Rejected,1026180.3071239999
509357,303846,Business,4802360.42,20.11,180,Active,14486320.20693
509358,334877,Business,2406505.38,17.84,48,Active,1717282.239168
509359,320768,Education,606497.26,14.74,120,Active,893976.9612400001
509360,300715,Home,6097956.92,14.38,24,Active,1753772.4101920002
509361,309252,Auto,1859858.44,10.84,84,Active,1411260.584272
509362,303609,Personal,2128089.02,20.86,180,Active,6658790.54358
509363,317416,Education,1170427.81,20.14,12,Active,235724.160934
509364,305412,Auto,6635199.93,13.04,36,Active,2595690.2126159994
509365,310511,Business,3932531.15,14.0,84,Active,3853880.5270000002
509366,315629,Home,1286965.33,20.23,12,Active,260353.08625900003
509367,327725,Auto,832804.63,17.75,60,Active,739114.109125
509368,313039,Business,1564633.23,12.23,24,Active,382709.28805800003
509369,319426,Education,298516.09,17.28,48,Active,206334.32140800002
509370,323347,Business,2850592.2,20.53,36,Active,1755679.7359800003
509371,333493,Business,2894024.08,21.75,24,Rejected,1258900.4748
509372,332065,Home,3244947.59,8.9,240,Active,5776006.710200001
509373,324325,Education,3851423.11,21.53,84,Active,5804479.769081
509374,319156,Home,3295747.41,19.2,24,Active,1265567.00544
509375,330333,Personal,4023252.05,9.68,240,Closed,7789015.9688
509376,303684,Education,4471282.12,21.63,120,Closed,9671383.22556
509377,318542,Education,1645836.44,17.29,180,Closed,4268476.80714
509378,318378,Personal,5552562.75,19.77,60,Closed,5488708.278374999
509379,316712,Home,3271560.82,11.92,180,Rejected,5849550.74616
509380,334699,Business,161559.94,12.91,84,Active,146001.717778
509381,322691,Business,3872129.23,9.87,240,Rejected,7643583.10002
509382,307285,Personal,644553.14,11.08,84,Closed,499915.415384
509383,311074,Education,5509561.78,18.43,120,Active,10154122.360539999
509384,304882,Education,4719849.19,15.6,84,Active,5154075.31548
509385,303762,Personal,6013638.47,17.91,120,Active,10770426.49977
509386,304426,Business,6711384.6,9.83,60,Active,3298645.5309
509387,339865,Business,6706271.85,15.24,36,Closed,3066107.48982
509388,305326,Home,5833642.97,10.88,24,Rejected,1269400.710272
509389,304881,Auto,980530.83,12.19,12,Active,119526.708177
509390,333838,Home,7328831.3,13.11,84,Active,6725668.48401
509391,323773,Education,3246820.51,16.16,84,Active,3672803.3609119994
509392,312174,Personal,3403516.48,13.44,240,Active,9148652.298239999
509393,333868,Home,4853913.16,14.98,48,Closed,2908464.7654720005
509394,338672,Business,5778097.55,14.29,24,Rejected,1651380.2797899998
509395,309439,Business,2319105.05,13.79,60,Closed,1599022.931975
509396,303044,Personal,6514363.55,20.71,24,Closed,2698249.38241
509397,304395,Education,4005291.125,17.21,120,Active,6893106.026125
509398,325761,Home,6491748.2,21.11,36,Active,4111224.1350599993
509399,309825,Personal,837051.29,16.91,36,Active,424636.119417
509400,323813,Business,2371333.24,15.83,48,Rejected,1501528.207568
509401,326563,Business,56695.63,15.44,12,Active,8753.805271999998
509402,328286,Auto,4372084.59,20.62,240,Closed,18030476.84916
509403,316524,Personal,5452478.97,8.77,36,Rejected,1434547.217007
509404,315712,Home,4800351.21,10.01,240,Active,9610303.122419998
509405,304868,Auto,6257974.31,18.31,60,Closed,5729175.480804998
509406,300016,Home,5443077.1,8.14,84,Active,3101465.33158
509407,324371,Home,1129317.03,9.47,48,Active,427785.29096400004
509408,313496,Education,2362306.25,8.22,12,Rejected,194181.57375
509409,321902,Education,4088043.73,17.6,48,Active,2877982.78592
509410,328206,Business,3104473.4,20.39,36,Closed,1899006.37878
509411,302529,Business,6649573.69,21.73,240,Active,28899047.25674
509412,308416,Auto,3001903.74,12.68,240,Closed,7612827.88464
509413,338280,Education,4995514.78,19.43,84,Closed,6794399.6522780005
509414,303195,Personal,5600859.92,9.42,84,Rejected,3693207.031248
509415,332762,Education,1871919.06,7.05,48,Closed,527881.17492
509416,339851,Business,6375250.96,15.0,120,Active,9562876.44
509417,328050,Education,6305619.13,12.78,240,Active,16117162.49628
509418,318686,Education,2559489.48,14.43,180,Rejected,5540014.979459999
509419,308612,Business,2212693.93,18.28,12,Defaulted,404480.45040400006
509420,338289,Business,770019.45,20.27,180,Closed,2341244.137725
509421,327179,Home,1151493.51,7.91,120,Active,910831.36641
509422,312752,Auto,2273092.33,16.44,60,Active,1868481.8952600004
509423,327469,Home,2524516.72,19.56,60,Closed,2468977.3521600002
509424,333909,Education,758690.9,8.09,12,Closed,61378.09381
509425,315769,Education,6402730.21,14.88,120,Closed,9527262.552480001
509426,309368,Personal,7386147.5,7.84,12,Active,579073.964
509427,302534,Home,407971.78,7.64,36,Active,93507.131976
509428,338856,Home,5065850.85,16.51,24,Rejected,1672743.9506700002
509429,304498,Home,3344114.07,7.01,48,Active,937689.585228
509430,312802,Business,6217399.87,7.92,60,Active,2462090.34852
509431,324577,Business,258198.54,9.72,12,Closed,25096.898088
509432,309132,Education,1062906.47,7.3,120,Active,775921.7231
509433,331379,Home,1097040.54,17.55,36,Active,577591.8443100001
509434,327207,Education,5017712.8,7.8,24,Rejected,782763.1967999999
509435,326351,Home,7320957.23,20.68,180,Active,22709609.32746
509436,303150,Personal,7273447.2,10.3,24,Closed,1498330.1232000003
509437,316700,Personal,4306524.36,16.22,240,Active,13970365.023839999
509438,309606,Business,3774402.01,15.86,180,Active,8979302.38179
509439,330137,Business,1263030.56,10.67,84,Rejected,943357.525264
509440,311962,Auto,6913708.26,20.16,180,Closed,20907053.77824
509441,301552,Personal,6377601.47,14.7,240,Active,18750148.3218
509442,326716,Home,1088167.8,18.91,84,Closed,1440407.71686
509443,336456,Business,7236508.34,20.87,120,Active,15102592.90558
509444,302308,Business,5217779.21,13.91,12,Active,725793.088111
509445,309072,Education,7363347.47,10.47,240,Active,15418849.60218
509446,336594,Business,5210458.97,11.44,12,Active,596076.5061679999
509447,308077,Personal,7960148.94,20.5,180,Active,24477457.990500003
509448,310559,Education,4351891.78,17.4,24,Active,1514458.33944
509449,329610,Personal,2424221.88,10.66,120,Active,2584220.52408
509450,334556,Education,3359814.29,18.44,120,Rejected,6195497.55076
509451,329660,Business,4411803.34,19.53,84,Closed,6031376.346114
509452,323979,Personal,5086895.49,10.67,24,Active,1085543.497566
509453,335844,Business,7602094.51,19.35,36,Rejected,4413015.863055
509454,309663,Auto,4525613.89,20.11,36,Rejected,2730302.859837
509455,306100,Home,140296.14,8.41,12,Active,11798.905374000002
509456,324387,Personal,3928664.73,17.45,12,Closed,685551.9953849999
509457,314270,Home,1743552.0,14.12,60,Defaulted,1230947.7119999998
509458,326335,Business,5644736.62,17.9,60,Rejected,5052039.2749
509459,309082,Business,3462785.89,16.73,120,Active,5793240.79397
509460,307227,Auto,6801829.35,21.98,24,Active,2990084.1822599997
509461,304125,Business,3014492.96,18.14,24,Active,1093658.045888
509462,306192,Personal,3446659.09,21.31,84,Active,5141381.364553
509463,317014,Business,5082276.04,10.02,36,Closed,1527732.1776239998
509464,303778,Education,7057635.77,20.77,180,Closed,21988064.241435
509465,337710,Business,2302063.99,20.5,84,Closed,3303461.8256500005
509466,314887,Business,2108653.97,17.39,12,Closed,366694.92538300005
509467,310189,Personal,7644111.43,12.05,180,Active,13816731.409725001
509468,312303,Auto,3880447.64,11.23,84,Active,3050419.889804
509469,310720,Personal,4005291.125,10.05,36,Closed,1207595.2741875001
509470,317222,Personal,4005291.125,18.24,180,Active,10958476.518
509471,325827,Business,312114.55,15.81,60,Active,246726.551775
509472,305108,Personal,7499085.49,9.59,36,Active,2157486.8954729997
509473,314292,Business,7124250.21,18.08,36,Rejected,3864193.3139039995
509474,308715,Business,6085350.43,13.9,36,Active,2537591.12931
509475,329238,Home,3346905.29,17.47,12,Active,584704.354163
509476,305619,Business,302582.83,16.9,36,Active,153409.49481
509477,335382,Business,6675231.31,13.13,36,Active,2629373.6130089997
509478,315399,Personal,1516146.36,16.59,48,Closed,1006114.724496
509479,333823,Home,7375419.39,15.37,60,Active,5668009.8012149995
509480,304161,Personal,2931570.21,7.0,84,Closed,1436469.4029
509481,335982,Auto,6380691.82,21.29,36,Active,4075347.8654339993
509482,306266,Auto,1163559.18,14.94,60,Rejected,869178.70746
509483,334647,Auto,93920.96,14.46,240,Rejected,271619.41632
509484,320406,Auto,3257630.03,14.36,24,Rejected,935591.344616
509485,328818,Home,3514072.21,11.85,24,Rejected,832835.1137699999
509486,337850,Home,6355973.41,15.32,36,Rejected,2921205.379236
509487,337028,Education,6347058.28,8.26,84,Active,3669869.097496
509488,307004,Education,2301284.76,19.29,84,Active,3107424.8114279998
509489,330061,Home,1955694.34,10.24,12,Active,200263.10041600003
509490,326473,Education,3507044.07,21.72,240,Closed,15234599.440079998
509491,339872,Education,7560865.23,20.31,36,Rejected,4606835.184638999
509492,329888,Auto,7619478.88,16.99,36,Active,3883648.385136
509493,312779,Education,1467078.34,20.81,120,Active,3052990.02554
509494,303252,Home,1742203.06,10.58,84,Active,1290275.586236
509495,306011,Personal,766631.03,17.35,48,Closed,532041.9348200001
509496,318558,Auto,2037548.59,15.03,180,Rejected,4593653.296155
509497,322490,Business,347379.94,8.31,48,Active,115469.09205600001
509498,308948,Home,4991065.01,15.08,240,Active,15053052.070159998
509499,318939,Auto,6265972.79,12.88,36,Active,2421171.8860560004
509500,312504,Education,6698069.23,13.58,60,Active,4547989.007170001
509501,314000,Home,4832346.26,13.17,12,Closed,636420.002442
509502,323964,Education,3975515.11,15.01,120,Active,5967248.18011
509503,302662,Auto,4692687.21,18.19,120,Defaulted,8535998.03499
509504,316762,Business,6375086.77,7.18,48,Active,1830924.920344
509505,326504,Education,5615538.44,14.38,84,Closed,5652600.9937040005
509506,337802,Auto,1273907.54,11.92,24,Rejected,303699.55753600004
509507,331897,Business,7442042.67,11.64,120,Active,8662537.66788
509508,316567,Personal,938334.83,10.25,60,Active,480896.600375
509509,329326,Education,4290400.35,19.9,60,Closed,4268948.348249999
509510,302944,Business,6139108.65,8.82,24,Active,1082938.7658600002
509511,311985,Business,6706801.52,17.75,180,Closed,17856859.047
509512,327287,Education,2305173.12,16.69,120,Defaulted,3847333.9372800007
509513,329105,Auto,5376381.68,18.77,60,Active,5045734.20668
509514,313596,Personal,2054848.59,17.24,240,Active,7085117.93832
509515,302071,Education,4221802.27,20.75,36,Active,2628071.9130749996
509516,336396,Home,449035.64,14.03,60,Active,314998.50145999994
509517,322390,Auto,2242138.47,10.14,240,Closed,4547056.817160001
509518,307561,Home,1622257.05,9.24,180,Closed,2248448.2713
509519,313438,Personal,5774599.7,8.43,84,Active,3407591.28297
509520,306762,Auto,7016016.64,12.23,60,Rejected,4290294.17536
509521,331770,Home,3379893.18,17.84,12,Active,602972.943312
509522,334170,Business,4661320.34,10.43,60,Active,2430878.55731
509523,309489,Education,1883882.45,14.4,48,Active,1085116.2912
509524,301301,Home,5776142.72,18.35,84,Closed,7419455.32384
509525,310650,Home,4092639.58,13.25,240,Rejected,10845494.887000002
509526,336103,Home,3919372.56,16.87,24,Active,1322396.301744
509527,324974,Home,2933581.01,15.37,12,Closed,450891.40123699995
509528,322719,Auto,4786666.77,20.78,84,Active,6962685.483642
509529,302404,Personal,3092786.23,19.17,24,Active,1185774.240582
509530,336610,Business,5256463.84,9.22,12,Closed,484645.96604800003
509531,307448,Personal,7135721.32,9.18,12,Active,655059.217176
509532,320586,Business,5866472.28,14.87,240,Active,17446888.56072
509533,306972,Home,5714760.73,18.41,120,Active,10520874.503930002
509534,333817,Home,1937489.28,16.69,60,Active,1616834.8041600003
509535,304110,Undefined,59343.97,7.34,48,Closed,17423.389592
509537,318745,Business,6170703.79,17.81,120,Rejected,10990023.44999
509538,317532,Business,151348.88,14.72,240,Active,445571.10271999997
509539,319948,Home,4737669.63,11.91,48,Active,2257025.8117319997
509540,317905,Personal,7396371.65,19.27,48,Active,5701123.26782
509541,316532,Auto,2851791.48,11.09,180,Closed,4743955.12698
509542,312174,Home,4817952.6,20.46,12,Active,985753.10196
509543,325040,Personal,522165.14,14.6,84,Active,533652.7730800001
509544,321565,Business,3181307.93,20.38,60,Closed,3241752.78067
509545,301844,Education,6101677.72,15.58,48,Closed,3802565.5551039996
509546,312634,Home,1151278.42,9.82,24,Closed,226111.081688
509547,330221,Education,4546432.47,12.9,12,Defaulted,586489.78863
509548,304020,Home,7722511.14,15.87,180,Closed,18383437.768769998
509549,326879,Business,6491922.84,20.49,36,Closed,3990584.9697479997
509550,324526,Auto,714063.63,15.8,120,Active,1128220.5354000002
509551,332780,Education,2905756.67,7.0,60,Closed,1017014.8345000001
509552,323177,Education,4840510.61,17.61,120,Active,8524139.18421
509553,304480,Business,7473707.68,15.84,12,Closed,1183835.2965119998
509554,323804,Undefined,6451189.91,21.14,12,Closed,1363781.546974
509555,302427,Home,4861641.42,13.11,180,Defaulted,9560417.85243
509556,329614,Home,5749501.14,11.12,240,Active,12786890.53536
509557,303546,Business,5526627.83,12.34,24,Active,1363971.748444
509558,313034,Education,7283477.39,11.77,240,Active,17145305.77606
509559,324659,Personal,7279116.55,17.12,12,Active,1246184.7533600002
509560,324747,Auto,2659491.4,12.77,36,Active,1018851.15534
509561,307868,Home,3561998.55,10.31,240,Active,7344841.0101
509562,335216,Business,5393677.37,12.83,240,Rejected,13840176.131420001
509563,323053,Auto,5993137.81,20.96,12,Closed,1256161.6849759999
509564,308152,Business,907824.01,12.56,60,Closed,570113.47828
509565,310768,Home,5183454.88,14.36,60,Active,3721720.60384
509566,307269,Auto,3885031.82,19.66,24,Rejected,1527594.5116239998
509567,314286,Auto,1768293.02,8.46,36,Rejected,448792.76847600006
509568,300289,Auto,5606397.61,11.55,120,Active,6475389.239550001
509569,326567,Personal,6852523.31,21.57,180,Closed,22171339.169505
509570,323701,Personal,4227218.32,9.9,120,Active,4184946.1368000004
509571,303721,Education,4612969.33,20.03,180,Closed,13859666.351985002
509572,335721,Auto,3231315.22,15.67,36,Active,1519041.2849220003
509573,321252,Auto,4542791.24,14.9,240,Rejected,13537517.895200001
509574,338022,Business,663055.18,21.01,84,Active,975155.2532260001
509575,339574,Home,2499772.58,16.07,240,Closed,8034269.072120002
509576,339440,Education,4973109.57,12.27,240,Closed,12204010.884779999
509577,300131,Auto,7146364.22,10.37,84,Active,5187545.787297999
509578,308780,Personal,5891868.31,14.46,180,Active,12779462.36439
509579,300121,Auto,3988185.53,7.55,84,Active,2107756.0526049994
509580,312177,Business,585602.06,14.35,36,Closed,252101.68683000002
509581,306868,Business,4081283.31,20.03,24,Active,1634962.0939860002
509582,308152,Home,436013.0,12.21,180,Closed,798557.8095000001
509583,311590,Home,605163.28,8.4,120,Defaulted,508337.15520000004
509584,312430,Personal,409275.45,11.13,240,Active,911047.1517
509585,329218,Auto,5831676.05,15.83,60,Rejected,4615771.593575
509586,329516,Auto,946372.8,13.08,36,Defaulted,371356.68672
509587,322607,Education,5495802.89,11.23,240,Rejected,12343573.290940002
509588,306554,Auto,6017261.15,17.05,180,Active,15389145.391125003
509589,331333,Business,4513007.89,19.24,48,Active,3473210.8721439997
509590,331545,Business,5505821.87,18.57,180,Closed,15336466.818885
509591,333949,Education,5654076.8,14.65,240,Rejected,16566445.023999998
509592,306729,Auto,6996748.16,16.04,60,Closed,5611392.02432
509593,314678,Home,6443882.71,18.27,240,Rejected,23545947.42234
509594,316163,Business,2756565.21,11.69,84,Closed,2255697.311343
509595,301505,Education,3286025.51,20.65,36,Active,2035692.8034449997
509596,324426,Auto,3928159.16,20.64,12,Active,810772.050624
509597,306853,Education,2985424.96,16.04,60,Active,2394310.81792
509598,320897,Personal,6187591.13,13.14,120,Active,8130494.744820001
509599,313111,Education,7642486.14,15.16,12,Rejected,1158600.898824
509600,306307,Home,6656814.65,10.15,240,Active,13513333.739500001
509601,330605,Home,4126634.66,15.88,120,Active,6553095.8400799995
509602,332348,Education,4657286.68,16.29,24,Closed,1517344.0003439998
509603,306643,Personal,2676046.71,20.2,36,Defaulted,1621684.30626
509604,324940,Education,4533313.78,9.67,60,Active,2191857.21263
509605,324519,Personal,2697589.66,14.74,120,Closed,3976247.15884
509606,339083,Home,51760.3,12.81,120,Active,66304.9443
509607,331805,Home,1187011.32,17.89,48,Closed,849425.300592
509608,339895,Home,6897760.9,16.98,48,Active,4684959.20328
509609,326447,Education,1858141.05,17.58,84,Closed,2286628.37613
509610,329774,Auto,4181583.57,18.19,60,Active,3803150.256915
509611,300313,Personal,263702.96,11.36,120,Closed,299566.56256
509612,324778,Personal,4973152.51,18.82,12,Rejected,935947.302382
509613,310806,Auto,988287.81,19.28,60,Active,952709.4488400001
509614,332028,Home,2793830.82,19.48,24,Rejected,1088476.4874719998
509615,339585,Education,1717466.12,16.25,48,Active,1116352.9780000001
509616,331537,Personal,4371725.5,15.05,120,Rejected,6579446.8774999995
509617,315546,Education,6006931.91,12.55,12,Closed,753869.954705
509618,301412,Personal,7799828.59,8.39,120,Active,6544056.1870099995
509619,314176,Business,450529.27,8.85,12,Active,39871.840395
509620,318355,Education,2091712.31,13.07,84,Active,1913707.592419
509621,304668,Home,6313523.07,11.57,36,Active,2191423.857597
509622,320996,Business,3489051.4,17.06,240,Active,11904643.376799999
509623,315523,Personal,1798781.11,17.24,180,Active,4651647.95046
509624,320275,Personal,1228898.68,19.08,60,Rejected,1172369.3407199997
509625,313427,Business,7885992.58,12.59,180,Defaulted,14892696.98733
509626,322294,Auto,764446.39,9.77,36,Rejected,224059.23690900003
509627,301760,Business,202769.93,10.1,48,Active,81919.05171999999
509628,311828,Personal,1727708.86,18.85,48,Closed,1302692.48044
509629,319827,Education,6677203.56,13.08,60,Closed,4366891.1282399995
509630,335354,Home,3638126.45,12.67,36,Rejected,1382851.8636450002
509631,335363,Education,6418035.13,8.72,24,Active,1119305.3266719999
509632,309504,Education,660448.04,7.49,12,Closed,49467.558196000005
509633,327704,Personal,1883294.81,11.75,60,Closed,1106435.700875
509634,301101,Personal,5953547.04,21.59,60,Active,6426854.029680001
509635,321050,Personal,6447275.88,9.26,180,Active,8955266.197320001
509636,335353,Education,5845527.05,21.69,24,Closed,2535789.63429
509637,318061,Home,6237839.52,9.66,12,Closed,602575.297632
509638,323285,Education,3359670.45,19.51,12,Active,655471.7047950001
509639,310671,Education,4590927.53,18.36,180,Closed,12643414.41762
509640,325612,Personal,1909657.95,14.27,12,Defaulted,272508.189465
509641,325940,Home,6945026.07,18.29,120,Active,12702452.682029998
509642,301197,Auto,2099481.74,20.52,24,Active,861627.306096
509643,322782,Business,5269540.92,14.32,48,Active,3018393.0389759997
509644,315994,Auto,2292649.71,13.66,84,Active,2192231.652702
509645,309701,Home,6083326.43,20.39,240,Active,24807805.181539997
509646,333963,Business,4005291.125,16.77,12,Defaulted,671687.3216624999
509647,303332,Personal,7998550.06,18.29,12,Closed,1462934.8059739997
509648,327049,Personal,1541227.34,11.01,120,Active,1696891.30134
509649,311378,Home,4188788.35,10.15,48,Closed,1700648.0701000001
509650,330900,Business,929217.38,20.62,60,Rejected,958023.1187800001
509651,315357,Personal,4202237.06,9.34,12,Closed,392488.9414039999
509652,324641,Education,6495505.87,14.89,60,Closed,4835904.120215
509653,333448,Business,6871140.68,11.94,36,Active,2461242.5915759997
509654,304362,Auto,3563679.44,8.56,180,Active,4575764.40096
509655,313004,Business,1834109.58,11.29,120,Active,2070709.7158199996
509656,310112,Education,4054653.1,16.82,60,Active,3409963.2571000005
509657,322237,Auto,3620718.97,11.37,24,Closed,823351.493778
509658,312525,Business,3529427.05,20.2,120,Active,7129442.640999999
509659,307266,Education,6747759.03,8.21,120,Active,5539910.16363
509660,301224,Education,7512058.52,9.13,180,Closed,10287764.14314
509661,314416,Personal,938553.57,21.42,180,Defaulted,3015572.6204100004
509662,323256,Auto,7136337.09,12.62,240,Active,18012114.815159995
509663,300503,Education,3641694.29,8.66,48,Active,1261482.902056
509664,311924,Personal,7386704.59,20.21,120,Active,14928529.97639
509665,338436,Home,7036204.01,13.75,240,Active,19349561.0275
509666,312528,Education,3641811.9,12.46,36,Active,1361309.28822
509667,309120,Education,6243386.9,20.76,180,Closed,19441906.806600004
509668,328738,Home,3355061.89,14.84,60,Closed,2489455.9223800004
509669,304998,Personal,639111.09,14.76,36,Active,282998.390652
509670,301059,Education,5721675.34,21.56,36,Closed,3700779.6099119997
509671,307149,Business,1910222.75,15.63,120,Active,2985678.15825
509672,337502,Home,2259039.54,13.25,36,Closed,897968.2171500002
509673,333815,Home,4730908.49,13.08,48,Active,2475211.321968
509674,330997,Home,659618.87,13.72,12,Active,90499.708964
509675,306277,Education,2490251.81,11.36,60,Active,1414463.02808
509676,300303,Education,7651216.75,7.14,180,Active,8194453.139249998
509677,313146,Personal,5205154.24,8.9,48,Active,1853034.9094400003
509678,315304,Personal,7234288.99,13.49,180,Defaulted,14638583.771264998
509679,326063,Business,4779521.21,10.84,84,Active,3626700.694148
509680,335052,Home,6897345.47,9.01,48,Active,2485803.3073879997
509681,318702,Education,2973418.88,9.07,84,Closed,1887823.6469119997
509682,327357,Business,248235.58,13.56,24,Closed,67321.489296
509683,313009,Home,2410209.48,13.85,180,Closed,5007210.194699999
509684,320771,Business,4683579.75,9.59,12,Active,449155.29802499997
509685,333378,Personal,600243.66,17.21,24,Closed,206603.86777200003
509686,323121,Auto,6217005.09,8.37,24,Active,1040726.6520659999
509687,318010,Home,3733126.59,19.23,36,Active,2153640.729771
509688,323252,Home,1732830.19,11.71,180,Active,3043716.2287350004
509689,317156,Business,5814085.85,19.48,48,Active,4530335.69432
509690,322936,Home,7999690.67,14.25,60,Closed,5699779.602374999
509691,331507,Business,6360154.23,21.16,120,Defaulted,13458086.350680001
509692,301037,Business,1604477.15,10.76,36,Active,517925.22401999997
509693,321718,Business,2976117.43,18.36,180,Defaulted,8196227.40222
509694,335272,Personal,1995569.12,14.4,60,Active,1436809.7664000003
509695,333734,Auto,6369811.07,7.12,24,Active,907061.096368
509696,317184,Personal,4126797.9,9.69,84,Defaulted,2799207.01557
509697,333073,Business,1521974.51,21.61,24,Closed,657797.383222
509698,325700,Business,7933699.89,8.15,180,Closed,9698948.115525
509699,309511,Personal,5457468.91,14.81,24,Rejected,1616502.2911420001
509700,329929,Personal,5073948.13,14.36,48,Active,2914475.805872
509701,328922,Personal,5886262.84,16.71,12,Closed,983594.520564
509702,308158,Education,829496.8,13.38,180,Defaulted,1664800.0776000002
509703,329342,Home,6810689.44,7.71,180,Active,7876562.33736
509704,332438,Business,2662996.42,12.74,24,Closed,678531.487816
509705,303597,Business,4767543.87,20.83,24,Closed,1986158.7762419998
509706,317787,Education,5991032.96,8.52,240,Active,10208720.16384
509707,313756,Personal,2130571.64,15.7,180,Closed,5017496.2122
509708,316783,Auto,3739260.94,14.64,12,Active,547427.801616
509709,339167,Business,3415802.46,12.84,12,Active,438589.035864
509710,313213,Personal,7074647.73,13.47,240,Closed,19059100.98462
509711,321011,Personal,817634.27,12.56,240,Active,2053897.2862400003
509712,319482,Auto,6471633.47,15.75,36,Defaulted,3057846.8145749997
509713,310434,Home,7129437.63,19.77,12,Active,1409489.8194509998
509714,315578,Personal,7573909.36,15.56,36,Active,3535500.8892480005
509715,309416,Education,2594558.11,14.1,84,Active,2560828.8545699995
509716,323171,Education,2733134.87,10.33,12,Active,282332.832071
509717,313366,Auto,6392019.26,20.63,24,Active,2637347.1466759997
509718,339813,Business,1267018.51,18.04,60,Closed,1142850.6960200001
509719,310926,Home,7194836.04,11.49,24,Active,1653373.321992
509720,318004,Business,5021940.51,17.85,48,Closed,3585665.5241400003
509721,329120,Business,3915996.52,8.11,48,Closed,1270349.271088
509722,334867,Personal,5959675.8,8.62,36,Active,1541172.16188
509723,323687,Personal,4806648.33,17.76,120,Active,8536607.434080001
509724,320416,Home,3967090.71,16.92,84,Active,4698622.236924001
509725,304570,Auto,2268881.86,17.11,48,Active,1552822.744984
509726,332675,Auto,579749.6,17.16,240,Active,1989700.6272
509727,335307,Home,3969208.47,8.23,60,Active,1633329.285405
509728,306273,Home,312451.12,12.92,180,Active,605530.27056
509729,326025,Auto,3610610.31,11.52,84,Rejected,2911596.153984
509730,309878,Education,5015866.35,7.88,36,Rejected,1185750.8051399998
509731,329166,Personal,7972836.85,11.95,24,Active,1905508.0071499997
509732,305698,Business,5068013.38,10.88,24,Closed,1102799.7114880001
509733,335734,Auto,1851783.16,21.96,36,Closed,1219954.7458080002
509734,334648,Education,6602221.65,10.42,36,Closed,2063854.4877900002
509735,336498,Business,2804303.36,9.67,24,Closed,542352.269824
509736,318426,Personal,2862165.72,17.69,24,Rejected,1012634.231736
509737,339010,Business,2267220.72,10.48,24,Active,475209.4629120001
509738,327214,Education,6399211.92,7.59,24,Active,971400.3694559999
509739,322118,Auto,2201270.04,19.36,12,Active,426165.879744
509740,309913,Home,2648535.64,21.16,48,Active,2241720.565696
509741,338256,Personal,7357731.5,10.1,12,Active,743130.8814999999
509742,334960,Education,1024800.9,11.41,36,Active,350789.34807
509743,307237,Business,2360233.96,17.32,180,Active,6131887.828079999
509744,303692,Home,2689999.53,7.33,120,Active,1971769.6554899998
509745,321436,Business,571945.33,18.68,36,Closed,320518.16293199995
509746,321093,Education,7587396.06,17.23,12,Closed,1307308.341138
509747,328975,Home,7308868.63,10.99,180,Rejected,12048669.936555
509748,339794,Personal,5676292.34,13.27,48,Closed,3012975.9740719995
509749,330984,Business,1196572.84,13.0,84,Rejected,1088881.2844000002
509750,303125,Home,7962830.35,16.22,180,Active,19373566.241549995
509751,327659,Business,1419019.79,13.53,36,Closed,575980.1327610001
509752,313354,Education,7061304.73,21.87,60,Closed,7721536.722255001
509753,319294,Business,1549893.2,20.01,84,Active,2170935.40524
509754,318542,Business,2271110.78,10.94,12,Active,248459.51933199997
509755,334637,Personal,4812160.31,11.16,120,Active,5370370.905959999
509756,331305,Auto,5140267.37,12.88,48,Active,2648265.749024
509757,317916,Auto,7865350.22,20.84,84,Closed,11473972.900936
509758,322992,Education,2635269.26,19.24,180,Active,7605387.084359999
509759,307740,Business,6640974.37,13.37,180,Active,13318474.099034999
509760,321738,Auto,427493.36,8.83,240,Active,754953.27376
509761,309000,Business,3653046.92,17.89,60,Active,3267650.4699399997
509762,338221,Education,281226.11,7.94,36,Closed,66988.05940199998
509763,319285,Home,1095137.31,16.36,120,Active,1791644.63916
509764,327826,Education,7854099.52,12.12,24,Closed,1903833.7236479998
509765,332427,Business,3265094.49,21.56,48,Active,2815817.488176
509766,309922,Personal,5025996.26,13.95,84,Rejected,4907885.347889999
509767,323046,Auto,2140517.04,17.05,12,Active,364958.15532
509768,333956,Home,2438682.77,14.28,60,Closed,1741219.4977799999
509769,325013,Business,755355.23,11.46,84,Closed,605945.9655060001
509770,313219,Business,1066956.0,15.28,60,Active,815154.384
509771,338373,Home,5052519.09,20.74,24,Rejected,2095784.9185319997
509772,316236,Business,5529805.63,8.98,12,Active,496576.545574
509773,335678,Auto,4397490.31,13.35,240,Active,11741299.127700001
509774,332125,Business,5413166.71,8.16,48,Rejected,1766857.6141440002
