Loan_ID,Customer_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Status
506988,326802.0,Business,2468700.49,15.61,12,Closed
506989,339636.0,Education,2465343.42,11.71,84,Active
506990,328554.0,Business,6861176.96,11.4,84,Active
506991,333823.0,Personal,544338.44,9.77,180,Active
506992,327728.0,Business,1980060.28,15.46,240,Closed
506993,315788.0,Education,6638754.68,16.28,120,Active
506994,331442.0,Education,1813732.35,18.79,48,Closed
506995,308430.0,Auto,4768367.77,7.87,24,Active
506996,319177.0,Personal,4565233.12,16.82,240,Closed
506997,313527.0,Auto,4150017.19,7.85,24,Rejected
506998,321308.0,Auto,3433582.43,9.78,12,Closed
506999,318623.0,Personal,1181823.1,17.1,48,Defaulted
507000,319020.0,Education,4296665.98,8.22,24,Closed
507001,319279.0,Business,124831.36,17.68,36,Active
507002,306054.0,Personal,1568019.12,21.0,12,Defaulted
507003,324985.0,Education,7709652.08,10.23,240,Rejected
507004,334316.0,Personal,854358.27,17.56,24,Active
507005,310319.0,Auto,6528466.45,8.03,48,Active
507006,326910.0,Auto,6473132.23,10.58,60,Active
507007,325424.0,Education,6225967.47,8.26,180,Defaulted
507008,318135.0,Home,3658758.53,16.07,60,Active
507009,306109.0,Business,2809383.8,20.98,180,Rejected
507010,304890.0,Personal,6267772.76,8.7,24,Active
507011,300280.0,Home,670394.35,17.49,240,Active
507012,318223.0,Business,240243.31,19.08,84,Defaulted
507013,312684.0,Home,4294853.14,11.04,120,Closed
507014,316250.0,Auto,2539331.92,7.13,84,Active
507015,306076.0,Home,5953997.56,15.07,120,Active
507016,315128.0,Home,6093816.05,19.29,24,Active
507017,338101.0,Business,5837903.16,16.15,120,Active
507018,306800.0,Education,567665.62,12.14,240,Defaulted
507019,300759.0,Business,7266051.52,12.04,48,Active
507020,336411.0,Auto,7319927.79,12.99,12,Active
507021,315555.0,Home,7201496.5,7.68,60,Active
507022,321903.0,Home,3163297.42,11.89,120,Active
507023,329896.0,Education,5404823.07,15.88,60,Active
507024,339948.0,Auto,2560665.28,7.76,48,Active
507025,305549.0,Home,6655755.98,14.66,48,Rejected
507026,319344.0,Business,3324429.11,11.07,24,Rejected
507027,319049.0,Business,3368213.98,21.31,180,Closed
507028,314625.0,Business,5069487.03,14.88,240,Active
507029,313437.0,Personal,221850.34,20.52,24,Active
507030,313550.0,Auto,6510982.37,17.45,180,Active
507031,325703.0,Auto,2757572.64,17.68,36,Closed
507032,309229.0,Auto,2624586.4,13.09,24,Active
507033,335683.0,Home,2346404.89,10.89,48,Active
507034,334425.0,Business,5823010.16,21.08,120,Active
507035,326887.0,Auto,4331896.96,9.67,84,Active
507036,311139.0,Business,3019920.35,20.1,24,Active
507037,329156.0,Home,3737132.03,9.83,36,Active
507038,309336.0,Education,7304531.78,16.49,84,Rejected
507039,308403.0,Education,1117998.16,18.71,48,Active
507040,303167.0,Personal,399204.84,11.15,84,Active
507041,333002.0,,1887347.07,16.17,180,Active
507042,331500.0,Education,1779403.7,19.12,24,Active
507043,333895.0,Auto,278438.94,14.1,36,Active
507044,332008.0,Auto,537282.91,9.59,36,Defaulted
507045,339260.0,Education,6738134.96,16.96,240,Closed
507046,325190.0,Business,4032949.79,19.84,60,Active
507047,325119.0,Home,6759866.92,11.26,120,Closed
507048,314912.0,Home,4678010.57,16.06,48,Active
507049,317766.0,Business,5558583.31,13.96,24,Rejected
507050,,Business,3672425.47,9.71,240,Closed
507051,324122.0,Personal,6282203.29,19.74,12,Rejected
507052,308023.0,Home,3591455.73,15.07,60,Active
507053,321655.0,Business,990588.64,13.98,180,Active
507054,303501.0,Business,5050297.19,12.1,180,Rejected
507055,333071.0,Home,1764614.23,19.64,48,Active
507056,336135.0,Home,346008.65,11.67,120,Defaulted
507057,318914.0,Personal,1317435.69,9.61,12,Active
507058,316324.0,Personal,3292826.61,12.36,180,Active
507059,308792.0,Business,2933999.34,10.28,48,Active
507060,321454.0,Business,4485474.51,14.29,36,Rejected
507061,317375.0,Home,7769667.72,15.12,24,Rejected
507062,339448.0,Education,6360450.02,10.12,24,Active
507063,313145.0,Home,2452756.57,11.71,180,Active
507064,319042.0,Education,6717801.36,20.79,84,Active
507065,309441.0,Personal,2200449.21,17.74,84,Defaulted
507066,336308.0,Business,5711354.56,13.86,48,Active
507067,324858.0,Business,1339265.02,8.51,48,Active
507068,309542.0,PERSONAL,4168545.46,14.97,84,Defaulted
507069,315413.0,Education,3096751.83,7.37,48,Active
507070,339729.0,Auto,1177386.14,12.8,240,Rejected
507071,335028.0,Business,1625839.01,7.95,24,Closed
507072,338720.0,Education,3575884.02,8.65,240,Closed
507073,339689.0,Auto,3145971.19,8.38,240,Active
507074,331370.0,Education,6610291.24,21.35,48,Active
507075,329883.0,Home,1405285.32,12.42,120,Active
507076,326904.0,Personal,639703.95,11.73,84,Active
507077,315626.0,Auto,2363530.44,19.63,60,Closed
507078,306996.0,Education,6438259.0,15.05,240,Rejected
507079,322183.0,Personal,903897.15,20.84,36,Closed
507080,327832.0,Auto,6869458.29,12.53,12,Active
507081,324588.0,Business,6340171.61,10.09,24,Active
507082,308419.0,Business,4039122.27,7.45,60,Rejected
507083,334870.0,Auto,1726608.51,20.32,60,Active
507084,309504.0,Business,3597264.69,16.56,240,Active
507085,311387.0,Education,2419211.93,7.43,24,Active
507086,329685.0,Education,6968470.67,14.22,12,Closed
507087,328635.0,Education,7492773.86,13.65,84,Active
507088,302143.0,Education,5796503.38,18.59,36,Closed
507089,333560.0,Business,7825555.88,18.64,24,Rejected
507090,307102.0,Education,1913418.74,20.68,48,Active
507091,303600.0,Home,7333294.77,15.09,180,Active 
507092,338749.0,Education,2225761.06,12.3,24,Active
507093,304596.0,Auto,7371812.84,10.86,180,Active
507094,310516.0,Education,5019011.9,14.46,24,Rejected
507095,325895.0,Education,333929.94,17.49,120,Rejected
507096,308895.0,Auto,2033554.36,20.43,24,Closed
507097,301768.0,Auto,5328294.55,13.89,120,Rejected
507098,325663.0,Personal,3341935.77,21.26,12,Active
507099,306929.0,Education,3271610.93,21.92,60,Closed
507100,302139.0,Home,3522174.0,18.39,240,Active
507101,323773.0,Auto,3026192.0,15.47,36,Active
507102,327645.0,Business,4665975.45,8.69,240,Active
507103,309340.0,Auto,151246.23,12.97,240,ACTIVE
507104,306776.0,Personal,521530.96,18.95,48,Active
507105,307236.0,Business,5205188.65,10.16,84,Active
507106,302367.0,Personal,6670000.01,13.34,84,Rejected
507107,336683.0,Personal,5806495.08,15.36,60,Closed
507108,333141.0,Business,1924366.93,10.31,36,Active
507109,329189.0,Personal,6309038.44,11.17,60,Closed
507110,327020.0,Auto,4550391.8,14.96,84,Defaulted
507111,328251.0,Home,2809890.71,10.16,240,Active
507112,334756.0,Education,4590184.84,7.76,48,Closed
507113,337743.0,Auto,802389.18,18.45,24,Closed
507114,316720.0,Business,6300618.11,13.2,48,Active
507115,302944.0,Personal,6703020.96,8.31,240,Rejected
507116,308920.0,Education,6710271.93,8.81,180,Active
507117,306404.0,Home,4980923.32,18.7,36,Closed
507118,327922.0,Home,5976277.15,16.53,24,Active
507119,301028.0,Personal,6768271.28,14.9,180,Closed
507120,333299.0,Personal,7354946.14,16.01,12,Active
507121,332760.0,Home,4641509.26,21.88,120,Closed
507122,314226.0,Personal,5443449.78,20.69,24,Active
507123,338348.0,Home,284211.03,18.91,12,Active
507124,324764.0,Personal,4095123.29,17.8,36,Active
507125,313878.0,Auto,579215.28,8.64,48,Closed
507126,309314.0,Personal,3721502.91,14.87,12,Active
507127,303088.0,Personal,4871710.84,18.87,24,Closed
507128,326466.0,Business,369876.77,16.1,120,Active
507129,320945.0,Home,2880051.83,16.25,120,Rejected
507130,304909.0,Personal,3337072.48,11.56,12,Rejected
507131,329596.0,Home,5872141.58,7.33,12,Active
507132,302206.0,Home,1691706.31,15.81,24,Active
507133,313417.0,Business,5878318.9,12.7,12,Active
507134,313371.0,Education,2306801.97,19.38,84,Active
507135,311232.0,Education,3773484.42,14.05,36,Active
507136,302829.0,,4345467.66,10.12,180,Active
507137,315973.0,Home,7602374.18,21.66,60,Active
507138,316099.0,Personal,2567405.88,8.51,120,Active
507139,304357.0,Business,3299639.29,13.86,24,Closed
507140,315165.0,Education,6188507.95,17.69,60,Closed
507141,330110.0,Auto,1350990.21,14.13,48,Active
507142,337829.0,Education,2206741.13,19.54,180,Rejected
507143,317587.0,Education,606387.08,10.36,24,Active
507144,316580.0,Home,3932232.88,12.55,180,Active
507145,336657.0,Auto,3034580.7,21.55,84,Active
507146,336026.0,Education,2640027.77,10.63,24,Closed
507147,310532.0,Business,3716841.95,21.93,48,Active
507148,318413.0,Auto,5099444.59,8.94,12,Active
507149,329021.0,Personal,1199102.96,11.05,60,Rejected
507150,301244.0,Home,7586820.4,7.19,60,Defaulted
507151,327814.0,Business,3686805.63,18.66,180,Active
507152,304149.0,Home,633724.66,19.8,48,Rejected
507153,316382.0,Auto,4765040.85,7.61,48,Active
507154,323842.0,Business,6489030.53,14.62,36,Active
507155,324368.0,Personal,1311411.45,19.07,24,Active
507156,301579.0,Education,7291154.86,17.11,240,Closed
507157,330459.0,Personal,3737245.66,16.12,240,Active
507158,329343.0,Personal,2407533.19,9.7,24,Active
507159,312123.0,Business,528900.37,7.89,24,Active
507160,302758.0,Business,6931659.89,20.62,48,Active
507161,311591.0,Home,4541365.42,13.63,240,Rejected
507162,318579.0,Personal,5601109.32,20.37,240,Active
507163,332850.0,Auto,3747337.52,8.09,84,Active
507164,302724.0,Auto,6155927.98,19.98,180,Closed
507165,323536.0,Home,2108759.29,14.6,60,Active
507166,310603.0,Education,2482981.04,12.46,48,Closed
507167,316280.0,Education,4683841.9,12.21,240,Closed
507168,339419.0,Home,6867008.6,12.56,180,Active
507169,328458.0,Education,2515217.73,9.1,24,Active
507170,302691.0,Personal,851598.93,14.16,240,Active
507171,332084.0,Personal,1376715.24,21.66,84,Active
507172,310346.0,Auto,2464447.55,20.41,240,Rejected
507173,304605.0,Business,6075062.82,18.63,12,Active
507174,327423.0,Business,5302730.34,13.62,60,Active
507175,313489.0,Personal,4343459.07,18.4,84,Closed
507176,328250.0,Home,6242658.72,18.81,36,Rejected
507177,331975.0,Home,7432475.65,20.71,24,Rejected
507178,310561.0,Business,3383320.19,11.51,24,Closed
507179,327348.0,Personal,5100042.93,8.18,36,Rejected
507180,335848.0,Home,1762066.73,17.13,48,Active
507181,332593.0,Auto,6190020.69,20.45,24,Closed
507182,302995.0,Education,1824515.44,14.98,84,REJECTED
507183,316386.0,Home,4485276.41,13.14,12,Active
507184,313132.0,Personal,1425636.75,11.99,24,Closed
507185,311379.0,Auto,5293835.2,21.01,120,Rejected
507186,319739.0,Personal,6971333.18,11.66,240,Active
507187,,Auto,2072420.23,8.51,180,Defaulted
507188,302011.0,Personal,7736870.65,13.16,240,Active
507189,336351.0,Home,180469.73,13.8,180,Closed
507190,325316.0,Home,7805667.66,9.46,180,Active
507191,332474.0,Education,4050825.61,13.02,12,Active
507192,318981.0,Home,1128337.75,21.22,36,Closed
507193,315593.0,Home,6536294.08,7.73,60,Rejected
507194,336222.0,Personal,2231346.43,11.24,180,Closed
507195,308825.0,Personal,5423010.43,19.72,12,Active
507196,304000.0,Business,6165801.83,9.12,24,ACTIVE
507197,324681.0,Education,2062897.73,21.68,36,Active
507198,305876.0,Personal ,4978467.54,17.94,36,Active
507199,324128.0,Business,5076016.54,20.79,48,Active
507200,323404.0,Education,3350923.94,16.44,60,Closed
507201,312339.0,Auto,7421994.67,12.93,180,Active
507202,337411.0,Business,3991138.56,13.99,180,Active
507203,330527.0,Personal,6523768.54,17.22,120,Active
507204,335607.0,Home,2204375.37,13.75,84,Closed
507205,305605.0,Home,6986948.91,12.05,48,Active
507206,335528.0,Auto,4919841.19,15.49,24,Active
507207,305506.0,Home,5038669.25,12.18,48,Active
507208,308907.0,Auto,7347900.75,15.04,12,Closed
507209,330056.0,Personal,4045638.98,9.69,48,Closed
507210,311352.0,Home,4665537.12,11.19,240,Rejected
507211,324718.0,Business,2459002.21,8.5,12,Active
507212,314963.0,Business,3393009.58,20.95,24,Active
507213,321188.0,Personal,3129455.47,21.53,12,Closed
507214,338734.0,Auto,7574400.68,10.99,120,Active
507215,306263.0,Auto,2089465.38,14.1,180,Active
507216,309652.0,Business,7085875.99,18.9,240,Rejected
507217,329034.0,Business,1143994.83,19.96,240,Active
507218,338591.0,Education,5817181.64,19.63,24,Active
507219,330405.0,Auto,5191714.98,11.04,48,ACTIVE
507220,326186.0,Personal,4597699.98,9.77,48,Active
507221,327351.0,Business,3933682.62,12.15,36,Active
507222,300189.0,Auto,6594690.91,20.62,180,Closed
507223,318228.0,Education,915656.46,8.56,120,Active
507224,324600.0,Auto,1036679.78,10.25,48,Closed
507225,304298.0,Home,4820239.16,9.64,60,ACTIVE
507226,307683.0,Education,3523065.83,20.39,12,Closed
507227,312678.0,Home,1011187.54,14.97,24,Active
507228,308637.0,Auto,7407437.45,17.48,240,Rejected
507229,311492.0,Auto,3548337.37,15.28,60,Active
507230,317046.0,Auto,4978101.0,9.48,120,Active
507231,320396.0,Personal,6970904.23,17.34,24,Closed
507232,304068.0,Personal,6560274.79,12.05,240,Rejected
507233,300841.0,Home,2567586.34,13.17,36,Closed
507234,319590.0,Business,3182971.67,13.21,84,Closed
507235,313363.0,Education,431229.11,19.02,120,Active
507236,302453.0,Home,2652996.81,21.03,48,Active
507237,306285.0,Business,6535294.94,8.35,24,Rejected
507238,329491.0,Auto,6031305.74,19.2,180,Rejected
507239,319094.0,Personal,6999138.4,19.2,12,Active
507240,328590.0,Personal,2266234.6,14.44,180,Closed
507241,302277.0,Auto,390063.06,18.25,48,Active
507242,322665.0,Auto,749283.89,21.07,240,Active
507243,328450.0,Auto,6130792.55,14.41,180,Rejected
507244,326585.0,Education,1101001.37,7.77,120,Active
507245,327455.0,Business,7411188.25,11.22,48,Active
507246,309154.0,Personal,2108696.51,21.0,12,Active
507247,309922.0,Business,5072259.42,7.41,180,Active
507248,323005.0,Business,4024000.04,20.63,48,Rejected
507249,339882.0,Personal,6800064.81,10.15,120,Defaulted
507250,304580.0,Education,3498837.04,13.7,120,Active
507251,313227.0,Home,192359.79,11.72,60,Active
507252,336581.0,Education,7845498.31,7.39,24,Active
507253,318892.0,Business,258915.97,18.84,60,Active
507254,300013.0,Business,2885155.93,8.37,48,Rejected
507255,306583.0,Personal,254476.89,9.74,240,Active
507256,316164.0,Business,3586529.19,11.5,180,Active
507257,323810.0,Personal,4307794.85,21.64,120,CLOSED
507258,334988.0,Home,6416871.98,11.46,60,Defaulted
507259,335921.0,Personal,5877916.85,9.03,24,Active
507260,312861.0,Personal,7214029.78,10.97,180,Active
507261,308020.0,Personal,256157.02,19.14,180,Closed
507262,315288.0,Auto,3589683.72,12.15,48,Active
507263,312053.0,Auto,895198.73,15.57,84,Active
507264,328376.0,Home,4811851.24,7.56,12,Closed
507265,314386.0,Education,3635859.79,10.69,84,Defaulted
507266,302903.0,Home,7852872.69,8.45,12,Active
507267,302735.0,Personal,3855887.52,12.34,120,Active
507268,329477.0,Business,6715335.2,20.08,24,Active
507269,310996.0,Auto,7727228.11,21.63,60,Active
507270,326161.0,Business,247591.42,20.74,240,Rejected
507271,319715.0,Personal,1592501.42,20.36,84,Rejected
507272,324578.0,Auto,2830430.95,8.45,240,Closed
507273,308528.0,Auto,4282864.36,18.4,24,Active
507274,309011.0,Business,6049631.02,19.23,48,Rejected
507275,318953.0,Home,4602766.44,21.73,36,Closed
507276,329425.0,Auto,2008921.17,19.92,24,Active
507277,310533.0,Auto,873130.64,16.14,180,Rejected
507278,329828.0,Home,3281258.48,16.24,240,Closed
507279,307838.0,Education,7611307.23,13.0,120,Defaulted
507280,334559.0,Auto,3786265.78,18.46,180,Closed
507281,308725.0,Business,5709737.15,21.18,180,Active
507282,304490.0,Business,5248124.97,13.89,36,Active
507283,336198.0,Auto,3457106.72,12.1,24,Closed
507284,304786.0,Education,1947580.38,14.88,60,Active
507285,333153.0,Auto,1488268.5,16.8,60,Active
507286,312250.0,Auto,7790293.01,8.63,180,Active
507287,333816.0,Personal,4533621.39,14.39,120,Closed
507288,304970.0,Business,7724397.99,14.54,240,Active
507289,318602.0,Home,7321849.97,18.06,60,Active
507290,307495.0,Home,979247.27,16.48,12,Active
507291,309630.0,Business,5122838.9,12.55,24,Active
507292,307773.0,Auto,7783063.33,7.91,12,Closed
507293,328204.0,Home,5338273.14,21.9,24,Active
507294,312268.0,Education,6375126.0,18.84,36,Active
507295,311304.0,Personal,1240859.36,20.91,120,Active
507296,315828.0,Auto,7609033.29,21.54,60,Closed
507297,332625.0,Personal,4065515.18,18.11,240,Active
507298,304052.0,Auto,6873896.39,14.04,36,Closed
507299,316499.0,Business,4194605.22,16.2,60,Active
507300,321912.0,Business,6081451.31,17.15,36,Active
507301,322880.0,Business,1556943.19,14.81,24,Active
507302,325250.0,Auto,2047385.87,21.75,24,Rejected
507303,302260.0,Home,2171615.09,14.69,24,Active
507304,309497.0,Auto,6637882.73,13.42,120,Closed
507305,324962.0,Personal,2386350.74,17.09,120,Active
507306,327714.0,Education,6002503.37,9.2,24,Active
507307,324582.0,Personal,3362849.96,13.14,12,Closed
507308,312338.0,Home,3750318.96,13.1,24,Active
507309,326820.0,Business,1494879.04,20.89,24,Closed
507310,327271.0,Education,3845285.29,17.1,120,Closed
507311,309079.0,Auto,4598468.13,21.53,120,Active
507312,330798.0,Education,6665129.84,19.74,60,Rejected
507313,315194.0,Education,3275907.04,15.18,120,Active
507314,305961.0,Business,7286791.35,7.91,60,Active
507315,327588.0,Home,635344.98,16.41,120,Closed
507316,,Personal,4403731.75,11.55,36,Active
507317,336541.0,Personal,6846236.97,20.94,36,Defaulted
507318,331858.0,Auto,6186506.99,12.26,48,Rejected
507319,316480.0,Personal,3091953.31,9.55,240,Active
507320,316233.0,Education,3527828.55,19.47,24,Active
507321,319460.0,Business,2063690.15,21.61,12,Rejected
507322,310089.0,Personal,1242098.83,11.69,180,Closed
507323,335900.0,Personal,1553453.66,20.22,180,Active
507324,314904.0,Education,4034563.19,16.9,12,Defaulted
507325,314805.0,Business,2679017.27,21.86,24,Active
507326,308278.0,Home,3673347.49,11.46,12,Active
507327,303516.0,Auto,5663058.63,13.33,60,Active
507328,301122.0,Education,3771200.23,7.25,36,Active
507329,317763.0,Home,1100823.96,10.25,60,Active
507330,328363.0,Education,4485234.32,9.94,240,Active
507331,304341.0,Business,2984140.6,7.55,36,Active
507332,335967.0,Personal,7583504.47,13.73,120,Active
507333,326428.0,Business,7883709.77,16.66,60,Active
507334,309383.0,Personal,3639062.22,8.05,48,Active
507335,325143.0,Home,7073901.41,10.07,24,Active
507336,313960.0,Auto,7070547.11,19.83,84,Defaulted
507337,319814.0,Education,460329.1,17.45,24,Defaulted
507338,335006.0,Auto,3964371.77,14.99,12,Active
507339,302121.0,Personal,7934086.2,10.8,36,Active
507340,339477.0,Personal,744642.09,11.69,24,Active
507341,310678.0,Home,1578980.91,8.12,84,Active
507342,324353.0,Business,3372458.15,8.5,120,Rejected
507343,322737.0,Home,929677.35,20.17,120,Closed
507344,307981.0,Personal,5643055.39,16.69,48,ACTIVE
507345,303030.0,Personal,2017872.0,21.97,180,Active
507346,307394.0,Auto,5174967.76,13.36,48,Active
507347,323019.0,Personal,2061690.99,10.89,60,Active
507348,320634.0,Business,2533333.87,16.56,120,Rejected
507349,303504.0,Education ,435980.19,9.08,12,Active
507350,309253.0,Business,2642421.57,21.98,12,Active
507351,331963.0,Business,4153263.67,21.09,84,Active
507352,328686.0,Auto,4869709.66,18.57,60,Active
507353,324125.0,Education,3229144.88,19.61,48,Active
507354,305869.0,Home,1162192.01,7.48,36,Active
507355,307738.0,Business,1186719.7,7.25,60,Defaulted
507356,338587.0,Education,5513770.84,15.22,84,Active
507357,318408.0,Auto,871670.76,20.32,60,Active
507358,314176.0,Auto,7370848.29,18.52,180,Closed
507359,308001.0,Auto,743292.55,14.24,12,Defaulted
507360,322138.0,Business,2670235.39,21.68,48,Active
507361,336668.0,Education,3394760.73,7.71,60,Rejected
507362,320785.0,Auto,5110862.29,7.77,120,Rejected
507363,326992.0,Home,7139504.87,14.72,48,Active
507364,324098.0,Education,7499281.58,9.8,180,Active
507365,307182.0,Personal,2726447.63,20.61,36,Active
507366,307980.0,Home,7271679.85,15.66,120,Active
507367,320351.0,Home,7860422.83,14.91,60,Active
507368,317687.0,Home,5254382.62,19.33,84,Closed
507369,334786.0,Business,2642793.29,11.63,60,Active
507370,317036.0,Education,2710444.83,8.34,180,Defaulted
507371,300910.0,Auto,4086337.54,15.67,84,Defaulted
507372,320752.0,Home,750087.53,13.49,12,Closed
507373,335896.0,Education,2793639.91,9.39,12,Active
507374,317275.0,Personal,1787318.83,16.33,48,Active
507375,308128.0,Home,6952282.45,20.22,120,Active
507376,322770.0,Personal,546115.14,14.79,12,Active
507377,336569.0,Business,4320029.41,19.55,36,Active
507378,322447.0,Personal,5180830.64,12.76,180,Rejected
507379,313982.0,Auto,3856040.25,14.24,60,Active
507380,327079.0,Business,4077149.7,13.4,24,Active
507381,339294.0,Home,7018087.55,12.02,60,Active
507382,330859.0,Education,2125940.6,16.35,12,Rejected
507383,329503.0,Education,6259904.01,14.89,60,Active
507384,322364.0,Auto,6955493.74,15.4,24,Active
507385,303451.0,Business,4608070.12,18.53,12,Defaulted
507386,303164.0,Personal,7612425.07,12.66,24,Rejected
507387,324206.0,Auto,4444159.23,21.11,60,Closed
507388,325011.0,Home,5960456.37,19.7,84,Closed
507389,329953.0,Auto,240153.64,9.67,120,Defaulted
507390,315386.0,Business,2116233.31,14.37,60,Active
507391,332609.0,Education,5941001.7,19.53,84,Closed
507392,322539.0,Business,4347114.33,13.08,120,Active
507393,320597.0,Business,2260486.71,9.26,24,Closed
507394,316436.0,Education,5642012.06,13.47,60,Active
507395,313768.0,Home,2489056.91,8.49,24,Active
507396,326137.0,Business,387296.13,18.86,60,Defaulted
507397,339916.0,Auto,5056970.38,16.17,180,Rejected
507398,319557.0,Business,3122061.04,18.81,24,Active
507399,303735.0,Education,1778915.84,15.36,120,Closed
507400,322482.0,Auto,7457242.3,15.87,240,Closed
507401,305890.0,Education,7389916.04,9.56,12,Closed
507402,301218.0,Business,7463126.34,9.98,24,Active
507403,316656.0,Education,7470962.44,16.75,36,Closed
507404,316208.0,Personal,2112690.04,17.36,12,Active
507405,321837.0,Business,4191357.64,19.45,48,Active
507406,335274.0,Business,5089941.12,12.68,24,Closed
507407,311873.0,Personal,6916332.6,8.58,180,Rejected
507408,303806.0,Personal,3883011.57,11.28,36,Rejected
507409,329013.0,Auto,3482704.94,15.76,36,Closed
507410,331017.0,Education,3150125.57,12.86,120,Active
507411,308704.0,Auto,666510.8,9.32,60,Defaulted
507412,330495.0,Auto,6039257.76,9.95,240,Active
507413,300799.0,Home,2748617.11,12.42,36,Active
507414,,Auto,869126.68,16.76,60,Defaulted
507415,303545.0,Personal,6385404.62,21.35,84,Active
507416,336721.0,Home,5499488.09,21.78,36,Active
507417,311962.0,Home,7121200.6,19.69,240,Active
507418,305702.0,Home,7712001.51,17.72,12,Closed
507419,329091.0,Personal,5981469.63,15.71,12,Active
507420,323682.0,Education,1429967.45,18.5,240,Active
507421,330842.0,Auto,7842528.84,14.62,240,Active
507422,322730.0,Education,2100703.46,14.37,24,Active
507423,300920.0,Education,390512.63,12.6,240,Active
507424,321661.0,Home,1795653.23,7.57,12,Active
507425,317046.0,Home,7834731.9,9.94,12,Active
507426,332596.0,Auto,3933657.91,21.37,120,Rejected
507427,330586.0,Business,1817312.04,13.02,24,Closed
507428,311068.0,Auto,1318051.76,13.88,84,Active
507429,315198.0,Home,3912943.17,15.09,60,Active
507430,330588.0,Education,5454642.95,8.75,120,Closed
507431,316011.0,Home,4368250.32,17.88,60,Closed
507432,331852.0,Education,213469.71,13.39,120,Active
507433,328984.0,Personal,2616966.63,7.86,24,Closed
507434,317503.0,Business,6599077.51,21.1,48,Rejected
507435,306260.0,Personal,682041.36,20.99,84,Active
507436,328739.0,Auto,4739986.75,10.06,12,Active
507437,316370.0,Personal,4896577.06,8.87,36,Closed
507438,318519.0,Education,6065790.22,19.18,180,Active
507439,332955.0,Business,2332796.97,15.8,36,Active
507440,328171.0,Business,7572158.38,17.67,24,Closed
507441,309271.0,Home,3359281.38,11.55,48,Active
507442,303494.0,Auto,5057868.91,14.27,120,Closed
507443,330157.0,Business,7260931.7,20.26,240,Closed
507444,336864.0,AUTO,6087978.32,18.33,180,Active
507445,324767.0,Home,2257305.89,14.63,36,Closed
507446,302024.0,Business,3871612.19,13.19,12,Closed
507447,323250.0,Personal,450560.19,14.66,36,Closed
507448,326035.0,Auto,7468750.9,21.09,180,Active
507449,324405.0,Auto,3015204.4,15.58,36,Active
507450,302921.0,Business,912543.86,20.47,240,Active
507451,304446.0,Home,6806748.29,13.93,84,Closed
507452,300328.0,Business,7636815.7,21.87,120,Active
507453,330159.0,Home,3698631.83,19.71,84,Defaulted
507454,306199.0,Home,7718745.72,8.5,36,Rejected
507455,315392.0,Auto,3212284.22,14.33,180,Active
507456,311330.0,Auto,3689763.38,18.13,180,Active
507457,302184.0,Home,555520.12,8.31,60,Closed
507458,314735.0,Education,5306485.25,12.18,240,Active
507459,330473.0,Auto,5141515.85,16.91,180,Active
507460,307386.0,Education,5522732.82,12.35,84,Active
507461,310807.0,Education,3352580.48,18.95,84,Rejected
507462,322881.0,Business,3333564.32,12.22,84,Active
507463,301154.0,Auto ,6096509.6,14.78,48,Active
507464,313844.0,Personal,2209222.51,12.47,240,Active
507465,323446.0,Auto,357688.83,21.22,120,Active
507466,311251.0,Education,592338.14,8.53,84,Closed
507467,333779.0,Home,7509851.17,9.27,180,Active
507468,324094.0,Home,4773845.74,16.16,120,Active
507469,330889.0,Business,7526780.75,10.35,24,Active
507470,314476.0,Education,325128.2,17.61,240,Active
507471,313527.0,Education,5134079.49,19.34,48,Active
507472,329035.0,Business,2623384.1,11.71,12,Active
507473,330574.0,Home,7458133.42,20.39,180,Active
507474,335432.0,Auto,3004016.22,20.18,60,Closed
507475,325082.0,Auto,2816096.68,19.15,48,Active
507476,334720.0,Auto,4394114.18,15.09,48,Active
507477,301630.0,,3315215.22,11.9,120,Closed
507478,337001.0,Auto,2206511.57,12.59,180,Active
507479,325951.0,Education,1579609.5,21.23,48,Active
507480,336314.0,Business,382779.67,16.18,180,Active
507481,332945.0,Home,4274373.48,8.86,60,Closed
507482,331891.0,Personal,7213666.74,10.19,84,Defaulted
507483,314283.0,Personal,4866681.26,7.19,180,Closed
507484,331258.0,Home,819312.23,13.49,240,Active
507485,309672.0,Education,1990716.9,16.38,84,Closed
507486,322829.0,Home,2854863.4,9.97,60,Rejected
507487,304264.0,Education,6892938.22,10.09,120,Active
507488,310596.0,Auto,705552.96,17.88,24,Active
507489,302160.0,Personal,3887301.55,8.57,180,Active
507490,336408.0,Auto,2640989.55,19.9,180,Rejected
507491,335956.0,Personal,1926827.22,10.16,84,Active
507492,339814.0,Education,4093390.65,21.77,120,Closed
507493,303096.0,Personal,6780142.56,20.37,60,Closed
507494,323464.0,Personal,2836782.65,14.5,120,Active
507495,312767.0,Education,80698.29,19.35,12,Active
507496,328911.0,Auto,4428289.02,11.88,120,Rejected
507497,324798.0,Education,4308334.78,8.91,240,Active
507498,335849.0,Auto,5139075.61,16.88,60,Closed
507499,332368.0,Education,871654.97,13.6,240,Active
507500,301631.0,Personal,7078931.88,9.64,180,Rejected
507501,305916.0,Business,7825897.53,17.62,240,Defaulted
507502,335874.0,Business,1205043.13,8.57,120,Closed
507503,339051.0,Auto,3720600.4,15.85,84,Closed
507504,321895.0,Education,3770965.4,14.14,84,ACTIVE
