Customer_ID,Customer_Name,Age,Occupation,City,Annual_Income,Credit_Score
307099,Client_7098,22.0,Retired,Jaipur,44788.98,773
307100,Client_7099,45.0,Business,Bengaluru,93040.32,774
307101,Client_7100,44.0,Salaried,Mumbai,59962.14,817
307102,Client_7101,64.0,Business,Kolkata,61129.44,738
307103,Client_7102,32.0,,Mumbai,57328.05,712
307104,Client_7103,69.0,Retired,Jaipur,55337.42,624
307105,Client_7104,63.0,Retired,Delhi,143249.22,653
307106,Client_7105,69.0,Self Employed,Mumbai,67542.01,702
307107,Client_7106,18.0,Retired,Chennai,104588.86,625
307108,Client_7107,54.0,,Pune,139619.03,654
307109,Client_7108,35.0,Self Employed,Delhi,51650.87,607
307110,Client_7109,50.0,Student,Chennai,18501.33,732
307111,Client_7110,22.0,Retired,Kolkata,76258.61,839
307112,Client_7111,22.0,Salaried,Mumbai,60846.06,750
307113,Client_7112,22.0,Retired,Kolkata,88368.08,807
307114,Client_7113,18.0,Student,Kolkata,53571.83,718
307115,Client_7114,62.0,Retired,Mumbai,70666.04,686
307116,Client_7115,24.0,Salaried,Jaipur,50694.76,604
307117,Client_7116,49.0,Business,Bengaluru,38457.22,717
307118,Client_7117,58.0,Student,Delhi,55778.48,716
307119,Client_7118,62.0,Retired,Bengaluru,71740.84,706
307120,Client_7119,49.0,Student,Bengaluru,106011.83,727
307121,Client_7120,23.0,Self Employed,Delhi,60935.98,761
307122,Client_7121,73.0,Business,Kolkata,82143.78,779
307123,Client_7122,30.0,Retired,Chennai,29130.19,694
307124,Client_7123,18.0,Self Employed,Kolkata,95546.09,853
307125,Client_7124,73.0,Retired,Chennai,75493.79,639
307126,Client_7125,69.0,Self Employed,Mumbai,40250.23,655
307127,Client_7126,39.0,Business,Bengaluru,58167.15,752
307128,Client_7127,47.0,Business,Chennai,83659.3,704
307129,Client_7128,63.0,Student,Bengaluru,103686.17,692
307130,Client_7129,64.0,Retired,Chennai,81119.04,667
307131,Client_7130,40.0,Retired,Pune,46710.58,619
307132,Client_7131,43.0,Salaried,Delhi,80818.87,687
307133,Client_7132,40.0,Self Employed,Chennai,172522.57,746
307134,Client_7133,35.0,Self Employed,Kolkata,41409.89,674
307135,Client_7134,51.0,Self Employed,Delhi,54896.93,735
307136,Client_7135,22.0,Student,Mumbai,75414.13,736
307137,Client_7136,74.0,Retired,Pune,71882.48,744
307138,Client_7137,51.0,Student,Jaipur,118046.7,763
307139,Client_7138,31.0,Retired,Delhi,70770.23,700
307140,Client_7139,64.0,Retired,Bengaluru,62045.79,689
307141,Client_7140,40.0,Business,Bengaluru,195950.74,758
307142,Client_7141,52.0,Self Employed,Jaipur,114307.59,662
307143,Client_7142,35.0,Self Employed,Pune,42553.81,716
307144,Client_7143,19.0,Business,Kolkata,135856.31,683
307145,Client_7144,45.0,Self Employed,Chennai,95328.8,617
307146,Client_7145,73.0,Retired,Jaipur,27729.15,825
307147,Client_7146,19.0,Retired,Jaipur,167722.93,756
307148,Client_7147,53.0,Retired,Jaipur,33149.51,709
307149,Client_7148,37.0,Student,Delhi,96682.52,579
307150,Client_7149,49.0,Student,Jaipur,73916.55,845
307151,Client_7150,32.0,Retired,Mumbai,35584.33,642
307152,Client_7151,23.0,Business,Chennai,150227.88,698
307153,Client_7152,68.0,Retired,Mumbai,128951.37,673
307154,Client_7153,73.0,Self Employed,Pune,110373.23,805
307155,Client_7154,45.0,Salaried,Pune,45197.72,856
307156,Client_7155,30.0,Salaried,Pune,47239.61,807
307157,Client_7156,74.0,Business,Jaipur,39509.8,780
307158,Client_7157,37.0,Business,Chennai,153366.05,732
307159,Client_7158,42.0,Retired,Kolkata,49499.45,799
307160,Client_7159,51.0,Salaried,Pune,89995.94,735
307161,Client_7160,68.0,Retired,Kolkata,34741.63,689
307162,Client_7161,58.0,Student,Delhi,132624.17,750
307163,Client_7162,47.0,Self Employed,Bengaluru,62180.39,717
307164,Client_7163,36.0,Student,Kolkata,127498.05,664
307165,Client_7164,49.0,Student,Delhi,50297.45,667
307166,Client_7165,58.0,Student,Bengaluru,55111.02,707
307167,Client_7166,56.0,Student,Kolkata,47593.15,820
307168,Client_7167,44.0,Salaried,Pune,113322.19,641
307169,Client_7168,72.0,Self Employed,Chennai,31038.87,689
307170,Client_7169,27.0,Business,Delhi,135824.45,738
307171,Client_7170,73.0,Student,Delhi,72390.75,743
307172,Client_7171,66.0,Student,Kolkata,140649.82,771
307173,Client_7172,24.0,Student,Pune,106267.85,811
307174,Client_7173,70.0,Retired,Jaipur,44085.15,699
307175,Client_7174,25.0,Self Employed,Chennai,111171.36,644
307176,Client_7175,26.0,Business,Pune,92376.14,750
307177,Client_7176,48.0,Salaried,Mumbai,22365.66,793
307178,Client_7177,56.0,Salaried,Chennai,44393.86,740
307179,Client_7178,62.0,Self Employed,Mumbai,34199.39,696
307180,Client_7179,22.0,Self Employed,Delhi,57053.78,711
307181,Client_7180,35.0,Business,Delhi,58128.56,726
307182,Client_7181,48.0,Business,Jaipur,47798.47,776
307183,Client_7182,53.0,Self Employed,Mumbai,114749.44,812
307184,Client_7183,54.0,Business,Pune,81462.18,737
307185,Client_7184,51.0,Self Employed,Mumbai,113575.15,843
307186,Client_7185,27.0,Business,Chennai,100694.51,828
307187,Client_7186,18.0,Retired,Chennai,112390.29,712
307188,Client_7187,49.0,Self Employed,Kolkata,37593.78,803
307189,Client_7188,54.0,Self Employed,Mumbai,43248.78,752
307190,Client_7189,35.0,Business,Mumbai,68382.67,780
307191,Client_7190,71.0,Student,Pune,122739.11,766
307192,Client_7191,33.0,Retired,Mumbai,19886.13,712
307193,Client_7192,46.0,Retired,Pune,54847.2,663
307194,Client_7193,33.0,Business,Delhi,45915.91,610
307195,Client_7194,27.0,Business,Pune,79737.82,691
307196,Client_7195,51.0,Retired,Jaipur,77109.18,830
307197,Client_7196,54.0,Salaried,Bengaluru,62276.08,699
307198,Client_7197,33.0,Retired,Delhi,81572.29,730
307199,Client_7198,24.0,Salaried,Chennai,74594.56,900
307200,Client_7199,73.0,Salaried,Mumbai,108077.76,646
307201,Client_7200,27.0,Salaried,Pune,59701.53,709
307202,Client_7201,49.0,RETIRED,Mumbai,66263.75,765
307203,Client_7202,63.0,Salaried,Jaipur,103349.83,791
307204,Client_7203,38.0,Salaried,Jaipur,44751.19,831
307205,Client_7204,50.0,Self Employed,Mumbai,45472.38,765
307206,Client_7205,52.0,,Mumbai,243022.48,710
307207,Client_7206,20.0,Salaried,Bengaluru,61214.19,739
307208,Client_7207,45.0,Salaried,Kolkata,26614.08,677
307209,Client_7208,,Retired,Bengaluru,17358.83,689
307210,Client_7209,54.0,,Delhi,39734.51,746
307211,Client_7210,23.0,Business,Chennai,54501.73,732
307212,Client_7211,44.0,Self Employed,Mumbai,66679.69,707
307213,Client_7212,58.0,Business,Jaipur,126707.9,703
307214,Client_7213,63.0,Business,Kolkata,96354.43,798
307215,Client_7214,67.0,Student,Pune,106746.55,787
307216,Client_7215,66.0,Salaried,Kolkata,61626.75,744
307217,Client_7216,54.0,Student,Pune,37961.53,795
307218,Client_7217,49.0,Salaried,Jaipur,34394.99,617
307219,Client_7218,52.0,Self Employed,Kolkata,13208.03,768
307220,Client_7219,23.0,Salaried,Pune,69492.73,716
307221,Client_7220,58.0,Student,Delhi,35481.18,794
307222,Client_7221,40.0,Student,Bengaluru,35609.46,674
307223,Client_7222,57.0,Student,Chennai,43883.56,723
307224,Client_7223,24.0,Business,Kolkata,145877.16,733
307225,Client_7224,52.0,Student,Delhi,106709.38,727
307226,Client_7225,65.0,Student,Mumbai,46178.84,658
307227,Client_7226,31.0,Business,Delhi,61975.06,757
307228,Client_7227,62.0,Salaried,Chennai,132907.1,576
307229,Client_7228,63.0,Salaried,Delhi,120619.81,805
307230,Client_7229,53.0,Salaried,Bengaluru,71177.74,745
307231,Client_7230,29.0,Business,Pune,39102.9,814
307232,Client_7231,38.0,Business,Pune,34857.95,662
307233,Client_7232,71.0,Self Employed,Chennai,71993.05,723
307234,Client_7233,47.0,Salaried,Delhi,145890.39,799
307235,Client_7234,37.0,Salaried,Delhi,32460.58,626
307236,Client_7235,63.0,Retired,Kolkata,48519.41,802
307237,Client_7236,52.0,Retired,Pune,123225.41,728
307238,Client_7237,21.0,Salaried,Jaipur,63233.46,674
307239,Client_7238,53.0,Salaried,Kolkata,209495.51,589
307240,Client_7239,55.0,Salaried,Bengaluru,12049.08,677
307241,Client_7240,72.0,Retired,Jaipur,72178.3,717
307242,Client_7241,60.0,Student,Kolkata,88616.01,571
307243,Client_7242,53.0,Student,Delhi,56257.66,717
307244,Client_7243 ,62.0,Business,Chennai,49282.46,843
307245,Client_7244,47.0,Business,Jaipur,32351.81,656
307246,Client_7245,64.0,Salaried,Chennai,84229.26,717
307247,Client_7246,65.0,Salaried,Mumbai,137202.01,813
307248,Client_7247,20.0,Business,Jaipur,96938.18,766
307249,Client_7248,70.0,Retired,Pune,81584.48,679
307250,Client_7249,39.0,Salaried,Mumbai,112001.62,736
307251,Client_7250,47.0,Retired,Delhi,56930.66,826
307252,Client_7251,21.0,Student,Kolkata,17415.19,616
307253,Client_7252,34.0,Retired,Pune,64634.22,731
307254,Client_7253,48.0,Self Employed,Pune,58249.81,709
307255,Client_7254,74.0,Business,Pune,36156.65,631
307256,Client_7255,34.0,Self Employed ,Jaipur,122327.0,563
307257,Client_7256,46.0,Business,Bengaluru,60705.14,735
307258,Client_7257,32.0,Business,Chennai,66206.02,771
307259,Client_7258,21.0,Salaried,Pune,32100.85,667
307260,Client_7259,47.0,Self Employed,Chennai,68684.5,722
307261,Client_7260,47.0,Student,Bengaluru,28248.58,782
307262,Client_7261,45.0,Salaried,Bengaluru,126561.68,672
307263,Client_7262 ,64.0,Business,Bengaluru,55532.1,799
307264,Client_7263,74.0,Business,Delhi,76611.1,709
307265,Client_7264,24.0,Business,Kolkata,114108.61,645
307266,Client_7265,36.0,Business,Delhi,98478.17,767
307267,Client_7266,57.0,Salaried,Bengaluru,114526.89,761
307268,Client_7267,34.0,Salaried,Chennai,30755.99,658
307269,Client_7268,66.0,Self Employed,Delhi,64314.17,739
307270,Client_7269,50.0,Retired,Chennai,67633.99,724
307271,Client_7270,62.0,Retired,Kolkata,241673.5,659
307272,Client_7271,22.0,Business,Pune,42146.16,662
307273,Client_7272,42.0,Student,Mumbai,107582.11,753
307274,Client_7273,59.0,Student,Bengaluru,157876.97,664
307275,Client_7274,26.0,Retired,Jaipur,79898.72,653
307276,Client_7275,67.0,Self Employed,Bengaluru,137314.07,688
307277,Client_7276,63.0,Self Employed,Kolkata,99622.81,703
307278,Client_7277,53.0,Salaried,Bengaluru,112687.64,787
307279,Client_7278,19.0,Student,Kolkata,90137.88,615
307280,Client_7279,43.0,Self Employed,Jaipur,71469.19,743
307281,Client_7280,23.0,Retired,Pune,62589.45,697
307282,Client_7281,36.0,Salaried,Bengaluru,56368.65,760
307283,Client_7282,28.0,Salaried,Bengaluru,96893.82,804
307284,Client_7283,46.0,Student,Bengaluru,39096.66,745
307285,Client_7284,21.0,Retired,Jaipur,124968.7,705
307286,Client_7285,51.0,Student,Pune,105794.17,604
307287,Client_7286,36.0,Business,Delhi,81124.78,736
307288,Client_7287,52.0,Retired,Jaipur,79727.93,814
307289,Client_7288,20.0,Retired,Pune,42566.37,757
307290,Client_7289,35.0,Business,Kolkata,30592.79,743
307291,CLIENT_7290,66.0,Business,Jaipur,58526.7,793
307292,Client_7291,47.0,Retired,Delhi,27273.55,722
307293,Client_7292,48.0,Student,Kolkata,47928.34,668
307294,Client_7293,51.0,Retired,Bengaluru,181807.03,821
307295,Client_7294,27.0,Salaried,Chennai,60572.52,760
307296,Client_7295,62.0,Retired,Bengaluru,39648.15,793
307297,Client_7296,69.0,Self Employed,Kolkata,369461.23,883
307298,Client_7297,20.0,Retired,Mumbai,56025.84,754
307299,Client_7298,68.0,Salaried,Jaipur,85455.2,711
307300,Client_7299 ,49.0,Salaried,Jaipur,58444.97,703
307301,,21.0,Retired,Pune,49344.8,653
307302,Client_7301,52.0,Salaried,Bengaluru,69827.8,816
307303,Client_7302,36.0,Business,Chennai,186832.9,774
307304,Client_7303,51.0,Student,Delhi,40618.51,675
307305,Client_7304,56.0,Salaried,Pune,84889.84,737
307306,Client_7305,35.0,Student,Mumbai,78232.59,736
307307,Client_7306,36.0,Student,Pune,129601.26,805
307308,Client_7307,70.0,Salaried,Pune,41096.26,669
307309,Client_7308,32.0,Self Employed,Delhi,32003.07,692
307310,Client_7309,50.0,Retired,Delhi,183183.54,685
307311,Client_7310,56.0,Business,Bengaluru,217808.76,736
307312,CLIENT_7311,29.0,Business,Pune,186934.98,680
307313,Client_7312,41.0,Salaried,Pune,51145.43,692
307314,Client_7313,37.0,Salaried,Jaipur,101073.91,670
307315,Client_7314,64.0,Student,Jaipur,63057.28,717
307316,Client_7315 ,31.0,Retired,Pune,74921.96,543
307317,Client_7316,51.0,Business,Chennai,58211.05,742
307318,Client_7317,55.0,Student,Bengaluru,76845.98,613
307319,Client_7318,58.0,Salaried,Jaipur,102090.54,777
307320,Client_7319,19.0,Retired,Delhi,46340.57,748
307321,Client_7320,22.0,Retired,Chennai,49479.7,824
307322,Client_7321,19.0,Self Employed,Jaipur,99153.97,711
307323,Client_7322,60.0,Student,Kolkata,113730.8,653
307324,Client_7323,52.0,Student,Kolkata,32642.78,699
307325,Client_7324,74.0,Business,Chennai,174868.07,786
307326,Client_7325,61.0,Self Employed,Chennai,64478.66,667
307327,Client_7326,68.0,Student,Mumbai,147340.86,700
307328,Client_7327,34.0,Self Employed,Chennai,72420.28,669
307329,Client_7328,45.0,Salaried,Mumbai,71764.27,694
307330,Client_7329,20.0,Salaried,Delhi,56480.43,718
307331,Client_7330,23.0,Self Employed,Bengaluru,103002.0,765
307332,Client_7331,18.0,Salaried,Pune,25621.53,679
307333,Client_7332,55.0,Student,Delhi,77231.52,699
307334,Client_7333,48.0,Self Employed,Kolkata,81632.52,790
307335,Client_7334,60.0,Student,Mumbai,69747.02,722
307336,Client_7335,50.0,Student,Pune,110377.57,672
307337,Client_7336,33.0,Business,Mumbai,77520.42,793
307338,Client_7337,54.0,Salaried,Bengaluru,76216.08,828
307339,Client_7338,66.0,Retired,Bengaluru,79879.0,745
307340,Client_7339,49.0,Retired,Delhi,116130.18,741
307341,Client_7340,42.0,Salaried,Pune,32050.64,726
307342,Client_7341,65.0,Self Employed,Bengaluru,61165.48,797
307343,Client_7342,63.0,Self Employed,Bengaluru,144571.49,724
307344,Client_7343,61.0,Student,Delhi,62626.19,753
307345,Client_7344,67.0,Salaried,Delhi,43617.63,761
307346,Client_7345,29.0,Business,Bengaluru,94803.13,608
307347,Client_7346,32.0,Business,Chennai,127719.68,700
307348,Client_7347,41.0,Student,Jaipur,50856.11,767
307349,Client_7348,40.0,Self Employed,Jaipur,76605.5,729
307350,Client_7349,20.0,Self Employed,Bengaluru,83940.93,684
307351,Client_7350,39.0,Self Employed,Bengaluru,80382.86,793
307352,Client_7351,24.0,Self Employed,Jaipur,68851.85,816
307353,Client_7352,,Retired,Kolkata,103706.35,715
307354,Client_7353,20.0,Business,Chennai,230075.93,678
307355,Client_7354,75.0,RETIRED,Pune,81276.01,598
307356,Client_7355,30.0,Self Employed,Kolkata,53719.77,492
307357,Client_7356 ,19.0,Retired,Jaipur,115011.05,814
307358,Client_7357,38.0,Business,Mumbai,30445.09,677
307359,Client_7358,69.0,Retired,Mumbai,30016.57,761
307360,Client_7359,36.0,Self Employed,Chennai,116493.22,760
307361,Client_7360,37.0,Student,Mumbai,130837.61,701
307362,Client_7361,31.0,Student,Mumbai,49250.11,614
307363,Client_7362,54.0,Salaried,Pune,53805.69,757
307364,Client_7363,25.0,Self Employed,Jaipur,75453.64,720
307365,Client_7364,45.0,Self Employed,Bengaluru,73787.32,724
307366,Client_7365,68.0,Retired,Bengaluru,100955.73,722
307367,Client_7366,57.0,Salaried,Jaipur,63095.66,635
307368,Client_7367,23.0,Retired,Delhi,47147.41,789
307369,Client_7368,29.0,Student,Chennai,141293.87,671
307370,Client_7369,35.0,Business,Bengaluru,54323.4,780
307371,Client_7370,25.0,Student,Jaipur,126659.64,812
307372,Client_7371,20.0,Salaried,Mumbai,79829.79,863
307373,Client_7372,41.0,Self Employed,Jaipur,79222.19,710
307374,Client_7373,55.0,Retired,Pune,51793.93,701
307375,Client_7374,48.0,Self Employed,Bengaluru,27153.97,638
307376,Client_7375,64.0,Salaried,Mumbai,40529.58,678
307377,Client_7376,56.0,Business,Kolkata,261796.24,698
307378,Client_7377,60.0,Self Employed,Bengaluru,37826.05,698
307379,Client_7378,31.0,Self Employed,Jaipur,32513.66,685
307380,Client_7379,52.0,Salaried,Chennai,81485.05,620
307381,Client_7380,67.0,Self Employed,Pune,51773.69,705
307382,Client_7381,20.0,Self Employed,Bengaluru,31995.35,761
307383,Client_7382,19.0,Self Employed,Jaipur,27011.97,699
307384,Client_7383,18.0,Self Employed,Chennai,156160.97,773
307385,Client_7384,33.0,Self Employed,Chennai,54159.04,738
307386,Client_7385,52.0,Self Employed,Delhi,105701.27,528
307387,Client_7386,75.0,Business,Kolkata,44909.95,723
307388,Client_7387,42.0,Salaried,Jaipur,151576.48,783
307389,Client_7388,58.0,Retired,Delhi,101868.83,677
307390,Client_7389,51.0,Business,Kolkata,35747.23,700
307391,Client_7390,54.0,Self Employed,Kolkata,25695.45,618
307392,Client_7391,66.0,Business,Pune,82101.44,790
307393,Client_7392,58.0,Retired,Jaipur,39026.73,708
307394,Client_7393,26.0,Retired,Jaipur,16490.42,643
307395,Client_7394,72.0,Retired,Bengaluru,93486.43,807
307396,Client_7395,35.0,Student,Jaipur,186343.82,741
307397,Client_7396,35.0,Student,Delhi,85651.93,679
307398,Client_7397,18.0,Retired,Pune,124322.15,653
307399,Client_7398,48.0,Student,Kolkata,29838.18,724
307400,Client_7399,59.0,Retired,Chennai,80089.31,616
307401,Client_7400,45.0,Retired,Pune,35118.98,608
307402,Client_7401,31.0,Student,Mumbai,43650.52,759
307403,Client_7402,29.0,Business,Bengaluru,32088.83,795
307404,Client_7403,32.0,Self Employed,Chennai,85306.32,683
307405,Client_7404,31.0,Self Employed,Bengaluru,141513.34,753
307406,Client_7405,36.0,Student,Chennai,74194.49,749
307407,Client_7406,50.0,Business,Delhi,50182.47,742
307408,Client_7407,52.0,RETIRED,Kolkata,59869.66,793
307409,Client_7408 ,35.0,Self Employed,Chennai,36346.67,742
307410,Client_7409,56.0,Business,Chennai,69729.57,741
307411,Client_7410,24.0,Self Employed,Delhi,70224.11,786
307412,Client_7411,66.0,Student,Pune,85919.72,705
307413,Client_7412,53.0,Self Employed,Delhi,48243.93,648
307414,Client_7413,38.0,Business,Delhi,96929.87,809
307415,Client_7414,31.0,Business,Mumbai,62214.43,753
307416,Client_7415,54.0,Business,Jaipur,65490.35,720
307417,Client_7416,56.0,Business,Jaipur,55927.97,763
307418,Client_7417,60.0,Business,Bengaluru,79200.9,896
307419,Client_7418,35.0,Business,Kolkata,28114.62,739
307420,Client_7419,19.0,Salaried ,Mumbai,53532.62,692
307421,Client_7420,75.0,Salaried,Chennai,82458.76,727
307422,Client_7421,25.0,Business,Chennai,65981.38,621
307423,Client_7422,18.0,Student,Jaipur,73873.49,595
307424,Client_7423,41.0,Student ,Mumbai,63418.41,829
307425,Client_7424,68.0,Salaried,Delhi,54283.67,702
307426,Client_7425,50.0,Salaried,Jaipur,103402.91,895
307427,Client_7426,71.0,Self Employed,Bengaluru,57667.4,566
307428,Client_7427,42.0,Retired,Chennai,70552.3,789
307429,Client_7428,54.0,Salaried,Pune,135767.84,635
307430,Client_7429,26.0,Self Employed,Pune,112117.64,664
307431,Client_7430,71.0,Salaried,Mumbai,113567.51,709
307432,Client_7431,21.0,Retired,Mumbai,217929.83,722
307433,Client_7432,27.0,SELF EMPLOYED,Mumbai,107679.36,772
307434,Client_7433,39.0,Student,Delhi,108558.08,723
307435,Client_7434,53.0,Retired,Pune,84846.77,694
307436,Client_7435,42.0,Self Employed,Chennai,44822.05,736
307437,Client_7436,71.0,Business,Delhi,72139.72,752
307438,Client_7437,23.0,Salaried,Pune,72485.13,753
307439,Client_7438,52.0,Retired,Chennai,72753.32,611
307440,Client_7439,67.0,Business,Chennai,25314.5,690
307441,Client_7440,34.0,Retired,Mumbai,44728.2,766
307442,Client_7441,55.0,Student,Jaipur,67328.77,737
307443,Client_7442,60.0,Retired,Delhi,104208.39,695
307444,Client_7443,40.0,Salaried,Jaipur,47760.47,714
307445,Client_7444,53.0,Retired,Delhi,143318.33,664
307446,Client_7445,70.0,Business,Kolkata,51799.61,684
307447,Client_7446,44.0,Student,Delhi,51751.67,630
307448,Client_7447,21.0,Student,Chennai,73902.27,759
307449,Client_7448,72.0,Self Employed,Jaipur,36982.81,631
307450,Client_7449,21.0,Salaried,Pune,87626.53,682
307451,Client_7450,19.0,Retired,Mumbai,89791.74,754
307452,Client_7451,60.0,Student,Kolkata,71092.2,747
307453,Client_7452,36.0,Retired,Delhi,92186.15,682
307454,Client_7453,27.0,Retired,Jaipur,141916.66,760
307455,Client_7454,58.0,Self Employed,Mumbai,97851.32,681
307456,Client_7455,48.0,Business,Jaipur,39275.04,638
307457,Client_7456,20.0,Retired,Chennai,53841.11,750
307458,Client_7457,55.0,Salaried,Jaipur,58422.47,691
307459,Client_7458,64.0,Student,Chennai,30533.48,748
307460,Client_7459,19.0,Self Employed,Bengaluru,82824.39,743
307461,Client_7460,40.0,Retired,Bengaluru,90673.13,824
307462,Client_7461,43.0,Student,Bengaluru,56986.25,694
307463,Client_7462,50.0,Salaried,Bengaluru,64557.2,753
307464,Client_7463,31.0,Self Employed,Chennai,91196.71,678
307465,Client_7464,27.0,Salaried,Kolkata,101489.23,661
307466,Client_7465,31.0,Salaried ,Delhi,72975.71,753
307467,Client_7466,56.0,Self Employed,Delhi,14306.38,709
307468,Client_7467,26.0,Salaried,Mumbai,149215.64,668
307469,Client_7468,55.0,Self Employed,Jaipur,32238.55,718
307470,Client_7469,34.0,Self Employed,Chennai,19198.07,813
307471,Client_7470,39.0,Salaried,Jaipur,34235.03,736
307472,Client_7471,63.0,Self Employed,Kolkata,63779.1,681
307473,Client_7472,73.0,Student,Bengaluru,38002.15,711
307474,Client_7473,57.0,Retired,Pune,72335.26,684
307475,Client_7474,55.0,Self Employed,Pune,83670.28,775
307476,Client_7475,67.0,Business,Chennai,96363.77,675
307477,Client_7476,23.0,Retired,Delhi,75887.77,773
307478,Client_7477,39.0,Student,Pune,51999.97,855
307479,Client_7478,49.0,Retired,Jaipur,66163.2,900
307480,Client_7479,40.0,Business,Delhi,46272.15,761
307481,Client_7480,36.0,Retired,Jaipur,109992.31,693
307482,Client_7481,51.0,Retired,Chennai,127270.43,719
307483,Client_7482,35.0,Self Employed,Jaipur,39818.08,764
307484,Client_7483,19.0,Salaried,Pune,185305.08,688
307485,Client_7484,60.0,Retired,Mumbai,136578.98,700
307486,Client_7485,43.0,Student,Pune,91691.71,794
307487,Client_7486,43.0,Salaried,Chennai,66362.67,770
307488,Client_7487,72.0,Self Employed,Chennai,66938.27,761
307489,Client_7488,29.0,Salaried,Chennai,101085.24,564
307490,Client_7489,48.0,Business,Mumbai,74950.58,652
307491,Client_7490,51.0,Student,Mumbai,38139.57,738
307492,Client_7491,35.0,Student,Chennai,115864.14,815
307493,Client_7492,49.0,Student,Kolkata,61590.3,767
307494,Client_7493,73.0,Self Employed,Delhi,63100.72,668
307495,Client_7494,18.0,Salaried,Pune,131347.51,595
307496,Client_7495,44.0,Business,Mumbai,64378.66,730
307497,Client_7496,27.0,Retired,Kolkata,52498.43,757
307498,Client_7497,41.0,Self Employed,Delhi,204874.39,680
307499,Client_7498,64.0,Self Employed ,Delhi,91822.11,762
307500,Client_7499,34.0,Self Employed,Chennai,38923.16,697
307501,Client_7500,55.0,Business,Bengaluru,70333.43,747
307502,Client_7501,56.0,Salaried,Chennai,72287.5,735
307503,Client_7502,70.0,Retired,Bengaluru,84596.18,652
307504,Client_7503,29.0,Business,Bengaluru,64557.9,697
307505,Client_7504,67.0,Salaried,Bengaluru,58441.37,759
307506,Client_7505,58.0,Salaried,Bengaluru,16743.72,793
307507,Client_7506,23.0,Self Employed,Bengaluru,50698.64,651
307508,Client_7507,27.0,Retired,Jaipur,229589.21,620
307509,Client_7508,31.0,Retired,Jaipur,58923.05,782
307510,Client_7509,59.0,Salaried,Chennai,91217.22,661
307511,Client_7510,63.0,Retired,Delhi,69621.07,632
307512,Client_7511,25.0,Salaried,Delhi,44086.75,649
307513,Client_7512,34.0,Business,Delhi,96041.84,776
307514,Client_7513,74.0,Salaried,Mumbai,79573.23,575
307515,Client_7514,25.0,Student,Pune,43201.33,723
307516,Client_7515,69.0,Self Employed,Mumbai,90250.61,726
307517,Client_7516,58.0,Business,Delhi,105653.78,689
307518,Client_7517,26.0,Salaried,Pune,88513.26,737
307519,Client_7518,64.0,Self Employed,Delhi,19165.45,784
307520,Client_7519,34.0,Salaried,Bengaluru,135313.25,705
307521,Client_7520,25.0,Student,Bengaluru,116554.1,716
307522,Client_7521,28.0,Retired,Jaipur,37019.69,684
307523,Client_7522,68.0,Self Employed,Mumbai,134801.81,713
307524,Client_7523,26.0,Retired,Chennai,93901.86,632
307525,Client_7524,23.0,Self Employed,Delhi,22360.12,625
307526,Client_7525,20.0,Student,Delhi,48549.18,821
307527,Client_7526,29.0,Student,Bengaluru,76734.17,662
307528,Client_7527,43.0,Business,Bengaluru,110778.11,690
307529,Client_7528,34.0,Salaried,Jaipur,72503.76,808
307530,Client_7529,19.0,Business,Chennai,53511.68,627
307531,Client_7530,35.0,Business,Delhi,75473.28,709
307532,Client_7531,21.0,Retired,Delhi,91777.8,763
307533,Client_7532,50.0,Business,Jaipur,17762.12,864
307534,Client_7533 ,20.0,Student,Mumbai,55558.71,801
307535,Client_7534,26.0,Student,Mumbai,50168.54,547
307536,Client_7535,38.0,Salaried,Jaipur,79366.96,757
307537,Client_7536,44.0,Self Employed,Chennai,179341.43,718
307538,Client_7537,57.0,Salaried,Kolkata,44383.73,773
307539,Client_7538,64.0,Student,Pune,72904.08,747
307540,Client_7539,36.0,Student,Chennai,137244.69,643
307541,Client_7540,69.0,Self Employed,Delhi,115608.26,663
307542,Client_7541,31.0,Business,Pune,41991.81,676
307543,Client_7542,46.0,Salaried,Kolkata,59935.25,746
307544,Client_7543,24.0,Salaried,Kolkata,114116.49,722
307545,Client_7544,19.0,Student,Jaipur,37107.14,619
307546,Client_7545,75.0,Student,Delhi,79205.91,844
307547,Client_7546,30.0,Retired,Kolkata,338457.91,682
307548,Client_7547,55.0,Salaried,Bengaluru,112509.41,604
307549,Client_7548,39.0,Student,Mumbai,77431.89,810
307550,Client_7549,67.0,Retired,Chennai,77043.83,737
307551,Client_7550,74.0,Student,Kolkata,37416.06,817
307552,Client_7551,30.0,Business,Delhi,66931.83,853
307553,Client_7552,51.0,Student,Kolkata,70206.19,710
307554,Client_7553,74.0,Student,Chennai,82406.39,775
307555,Client_7554,31.0,Retired,Bengaluru,55604.25,670
307556,Client_7555,19.0,Student,Mumbai,108994.84,644
307557,Client_7556,65.0,Salaried,Jaipur,16279.11,780
307558,Client_7557,49.0,Business,Chennai,34349.36,623
307559,Client_7558,67.0,Salaried,Chennai,51280.15,800
307560,Client_7559,54.0,Business,Chennai,86792.88,716
307561,Client_7560,42.0,Self Employed,Pune,118109.3,784
307562,Client_7561,32.0,Student,Pune,89716.87,693
307563,Client_7562,42.0,Retired,Pune,26985.52,745
307564,Client_7563,21.0,Retired,Kolkata,70617.17,680
307565,Client_7564,41.0,Student,Delhi,38216.75,824
307566,Client_7565,65.0,Business,Kolkata,104739.2,749
