Complaint_ID,Customer_ID,Complaint_Date,Type,Priority,Resolution_Days,Satisfaction
903673,316647,2024-12-01 18:37:57,Card,Low,12,2
903674,303770,2023-06-24 13:38:12,Service,High,2,1
903675,331521,2023-06-01 08:38:45,App,Medium,7,1
903676,301537,2025-05-24 23:22:26,Card,Medium,5,5
903677,319610,2025-05-06 21:29:31,Transaction,Medium,11,4
903678,316194,2023-07-08 01:42:12,App,High,14,5
903679,311445,2025-01-02 02:58:30,Fraud,Critical,10,2
903680,305805,2025-10-12 09:45:46,Transaction,High,14,2
903681,332106,2023-11-18 14:39:25,Loan,Medium,0,1
903682,334530,2023-03-26 19:03:41,Transaction,Low,6,5
903683,322884,2023-12-02 09:09:58,Card,Medium,10,1
903684,328470,2023-09-21 21:52:07,Transaction,High,13,3
903685,318821,2025-08-04 15:41:51,Loan,High,16,1
903686,330466,2024-07-16 07:26:50,Loan,Critical,18,4
903687,311698,2023-07-09 16:27:53,Transaction,Low,7,4
903688,318662,2023-03-13 17:54:10,App,Critical,2,1
903689,318125,2025-09-15 23:58:08,App,Medium,14,4
903690,330036,2023-10-11 00:27:49,Loan,Medium,18,2
903691,301397,2024-03-30 00:46:56,Service,High,5,1
903692,303060,2024-08-24 00:12:44,Fraud,Medium,6,4
903693,313244,2025-04-30 13:32:52,Service,Critical,4,3
903694,332350,2024-01-12 18:11:10,Fraud,Medium,18,3
903695,331764,2025-01-28 00:37:54,Fraud,Medium,18,2
903696,324287,2023-06-08 14:55:26,Card,Critical,12,4
903697,328197,2024-12-11 08:34:42,Fraud,Critical,14,2
903698,315702,2025-04-19 20:15:15,Transaction,Critical,19,5
903699,330185,2023-04-21 06:39:05,Card,High,18,3
903700,308825,2023-03-31 23:55:37,Loan,Low,15,3
903701,306416,2024-02-18 18:20:12,Transaction,High,19,1
903702,306153,2023-11-19 06:40:18,App,High,1,2
903703,300549,2023-05-28 04:12:41,Card,High,12,5
903704,313384,2023-09-06 14:07:03,Transaction,High,15,1
903705,313897,2025-12-11 18:34:02,Card,High,19,3
903706,317604,2023-12-25 08:26:14,Loan,Low,8,4
903707,312746,2025-02-01 10:57:00,Service,Medium,14,2
903708,302022,2025-10-25 16:13:26,Fraud,Critical,19,1
903709,302840,2023-07-16 05:44:35,Fraud,Medium,6,1
903710,311319,2025-02-09 15:39:57,Transaction,Low,17,1
903711,328255,2025-11-30 11:41:42,App,Low,17,2
903712,319300,2023-07-11 01:57:57,Loan,High,6,5
903713,309391,2023-09-26 01:48:20,Fraud,Low,8,4
903714,307442,2023-05-03 14:08:56,Transaction,High,1,2
903715,302223,2023-01-08 16:14:26,App,Low,1,1
903716,329238,2025-08-07 04:16:16,Transaction,Medium,2,4
903717,313899,2024-10-16 05:01:02,Card,Medium,11,1
903718,331326,2023-04-30 17:37:31,Loan,Low,13,3
903719,330499,2024-05-19 18:39:26,App,Critical,0,4
903720,316976,2025-03-03 15:28:08,Card,Low,17,1
903721,305306,2023-01-04 17:43:53,Service,Low,8,4
903722,336948,2023-10-08 10:42:23,App,Medium,14,5
903723,305510,2023-12-22 09:37:21,Fraud,High,13,5
903724,307845,2024-11-01 06:38:10,Service,Critical,9,2
903725,330122,2024-11-21 03:56:17,Service,Critical,13,5
903726,301558,2023-04-09 14:42:15,Transaction,Low,9,2
903727,319513,2025-04-02 20:22:45,Transaction,Low,17,5
903728,320707,2024-08-05 20:54:45,Fraud,High,18,4
903729,335340,2023-09-03 00:44:14,App,High,12,4
903730,336831,2025-03-27 04:48:51,Fraud,Medium,10,5
903731,320601,2023-03-30 07:20:10,Fraud,Medium,0,5
903732,320367,2025-12-08 10:06:52,Service,Medium,11,3
903733,311976,2025-11-11 06:50:58,Loan,Critical,7,2
903734,325078,2024-04-09 17:28:09,Service,Critical,12,4
903735,305929,2025-08-31 10:50:05,Service,High,3,5
903736,320493,2025-02-01 21:23:54,App,Critical,1,4
903737,335066,2025-10-22 03:16:25,Service,Medium,6,3
903738,334134,2024-01-25 09:07:57,Loan,Medium,14,1
903739,300004,2023-05-05 01:10:05,Loan,Critical,4,4
903740,306083,2023-08-20 10:39:23,Card,Medium,4,1
903741,303565,2023-09-09 06:17:01,Fraud,Low,4,3
903742,337508,2025-06-02 05:23:34,Fraud,Critical,5,5
903743,310177,2023-10-23 06:33:29,Service,High,1,1
903744,334229,2023-08-25 13:14:30,Fraud,High,16,1
903745,339359,2023-08-08 13:09:42,Service,High,16,5
903746,308817,2025-08-12 04:04:12,Transaction,High,5,4
903747,329539,2025-08-07 21:33:31,Transaction,High,18,1
903748,315095,2024-02-18 21:18:16,Card,Medium,14,5
903749,334567,2023-02-05 08:40:47,Loan,Critical,5,1
903750,316428,2024-10-31 10:14:58,Fraud,High,17,4
903751,338567,2023-10-03 11:37:17,Loan,Critical,2,1
903752,329160,2025-11-27 15:31:54,Card,Medium,6,2
903753,302610,2025-08-15 08:19:00,Fraud,Low,0,1
903754,301546,2025-04-22 15:53:04,Loan,Low,6,5
903755,331007,2024-03-15 17:55:04,Loan,High,11,1
903756,331502,2024-12-07 14:11:25,Fraud,Medium,5,2
903757,313840,2023-11-05 12:20:42,Service,Low,6,4
903758,322129,2025-01-01 16:32:40,App,Medium,6,1
903759,331302,2023-01-12 05:33:19,Loan,Critical,2,2
903760,330740,2024-11-12 13:32:01,Card,Low,9,1
903761,313116,2023-07-26 17:41:43,Loan,High,17,1
903762,301437,2023-12-18 04:38:10,Loan,Low,15,5
903763,317450,2025-07-03 21:13:46,App,High,4,1
903764,314181,2025-06-15 18:00:21,Fraud,High,15,1
903765,331996,2023-12-10 19:11:31,Card,Medium,5,1
903766,312599,2024-04-27 23:06:33,Fraud,Low,13,2
903767,320663,2023-06-27 10:03:11,Transaction,Low,17,4
903768,326135,2023-01-10 19:55:17,Service,High,11,4
903769,329165,2024-09-19 09:29:32,Card,High,0,4
903770,335888,2024-04-03 18:57:13,Loan,Low,17,5
903771,303801,2023-08-15 06:53:46,App,Medium,8,1
903772,310301,2024-06-13 07:55:34,Card,Low,7,4
903773,325446,2023-10-01 02:35:53,Card,High,14,3
903774,326274,2024-12-06 01:45:12,Loan,High,5,2
903775,324587,2025-12-14 23:48:13,Card,High,2,3
903776,338411,2025-12-06 09:00:06,Card,High,16,1
903777,328031,2024-04-21 03:08:28,Loan,Low,1,5
903778,302464,2023-07-06 05:38:33,Service,Low,5,4
903779,317970,2024-04-26 11:09:17,Loan,High,4,5
903780,321100,2024-08-09 16:39:05,Service,High,3,4
903781,310440,2023-12-24 04:22:31,Loan,High,16,3
903782,320358,2023-04-22 21:05:18,Loan,Medium,3,1
903783,302329,2024-05-31 11:17:38,Transaction,Critical,3,3
903784,338150,2025-01-20 15:11:07,App,Medium,2,1
903785,321432,2023-02-26 14:54:10,Loan,High,7,3
903786,329079,2024-06-21 06:57:31,Fraud,Medium,2,3
903787,319817,2024-10-13 03:06:14,Loan,Critical,2,4
903788,313222,2023-08-14 17:19:47,Card,Medium,9,5
903789,327571,2023-03-31 19:57:34,App,High,13,5
903790,308817,2024-10-11 00:36:40,Fraud,Low,6,2
903791,337205,2024-11-29 07:47:59,Card,High,7,4
903792,312968,2023-08-29 02:48:07,Service,Critical,5,5
903793,335039,2024-09-22 08:49:43,Card,High,11,2
903794,337454,2025-05-30 09:45:15,App,Low,10,1
903795,311994,2025-11-15 14:59:59,Card,Medium,8,3
903796,335693,2025-12-17 11:06:44,Card,Medium,9,2
903797,333587,2025-11-14 04:15:50,Transaction,Critical,10,1
903798,324254,2024-01-18 13:42:27,Card,Critical,10,5
903799,339699,2025-03-30 20:13:25,Fraud,Low,11,1
903800,325001,2024-04-16 05:03:34,App,High,2,1
903801,333602,2024-01-13 03:04:20,Service,Medium,12,5
903802,324546,2024-11-18 14:32:03,Fraud,Medium,10,5
903803,329933,2023-08-07 06:58:39,Service,Medium,17,5
903804,313624,2025-08-13 20:42:16,Fraud,High,13,5
903805,307784,2023-06-24 11:27:06,Loan,Critical,7,2
903806,325919,2025-03-15 23:24:41,Card,High,8,2
903807,327395,2024-12-23 05:39:01,App,Medium,5,2
903808,312847,2023-11-29 12:39:50,Transaction,High,3,4
903809,320910,2023-01-13 08:32:33,Service,Medium,8,3
903810,308764,2025-03-19 20:55:53,Fraud,Low,4,5
903811,309258,2025-02-24 09:47:15,App,Medium,16,5
903812,324861,2025-06-13 08:38:07,Transaction,Critical,17,5
903813,309428,2023-12-27 21:15:32,Fraud,High,10,1
903814,317075,2023-07-13 14:18:03,App,High,14,5
903815,330364,2023-02-27 21:08:54,Card,High,11,2
903816,306100,2023-05-21 11:21:47,Loan,Low,13,2
903817,301777,2023-02-08 07:14:45,Card,High,0,2
903818,334626,2025-03-03 05:22:29,Card,High,1,2
903819,329430,2024-05-23 16:37:44,Fraud,Critical,3,1
903820,321942,2024-04-10 13:12:47,Card,Critical,10,5
903821,302578,2025-04-14 06:08:45,Transaction,High,18,3
903822,315478,2025-12-14 18:26:15,Card,Low,8,1
903823,335416,2024-03-04 15:07:00,App,Critical,19,3
903824,300150,2025-12-21 10:32:03,Loan,Low,3,2
903825,308897,2024-10-04 02:17:48,Card,Critical,19,4
903826,306202,2025-01-02 11:40:51,Service,Critical,6,3
903827,305396,2025-01-24 22:51:21,App,High,17,3
903828,316829,2024-03-10 01:38:43,Loan,Medium,4,1
903829,302831,2024-10-21 13:23:01,Loan,Medium,1,4
903830,320919,2025-12-13 09:01:25,Card,Critical,3,4
903831,333192,2023-09-01 17:47:18,Transaction,High,15,1
903832,328193,2024-12-31 00:09:44,Loan,Medium,2,5
903833,337778,2024-03-26 06:09:57,Transaction,High,19,2
903834,319629,2025-01-09 13:06:49,Service,High,14,3
903835,333658,2023-02-17 12:45:22,Card,Medium,18,1
903836,307448,2023-01-22 03:33:10,App,Medium,18,4
903837,326395,2023-07-03 23:38:19,Card,Low,8,4
903838,325991,2024-03-06 18:31:27,App,Critical,4,1
903839,319318,2024-04-15 10:38:44,Service,Low,4,2
903840,317076,2023-07-13 03:55:26,App,High,2,5
903841,337555,2025-09-12 20:17:07,Card,Critical,14,3
903842,305258,2025-09-16 11:39:36,Loan,Low,11,4
903843,307173,2023-03-16 03:27:52,Fraud,Low,7,2
903844,313275,2024-09-27 07:12:02,Transaction,Critical,6,5
903845,321090,2024-09-09 02:13:09,Fraud,High,16,1
903846,336332,2024-06-24 01:18:50,Service,Critical,15,1
903847,300344,2025-06-17 06:22:58,Service,Medium,7,3
903848,337551,2023-10-10 21:58:43,Fraud,Low,3,5
903849,303467,2024-11-21 06:37:32,Fraud,High,3,3
903850,315991,2024-06-13 17:42:15,Fraud,Critical,15,1
903851,339485,2024-02-01 21:14:33,App,Low,16,4
903852,303458,2025-03-17 20:05:58,App,Low,15,3
903853,304435,2025-02-02 13:51:18,App,Low,10,2
903854,301710,2023-10-30 02:59:15,Card,Low,15,4
903855,321911,2025-03-09 18:38:43,Loan,Critical,5,5
903856,314378,2023-10-02 12:22:38,Fraud,High,14,5
903857,336907,2024-07-13 09:26:29,Card,Low,14,4
903858,308285,2023-04-25 13:17:10,Card,Critical,6,1
903859,315413,2024-05-26 01:28:40,Fraud,Critical,0,5
903860,300802,2024-02-23 20:38:43,Card,High,10,5
903861,310997,2023-06-28 03:53:45,Loan,Critical,17,4
903862,307734,2023-06-18 16:19:55,Card,Medium,15,1
903863,332336,2025-01-25 01:27:56,Loan,Low,11,2
903864,325184,2023-03-02 08:30:28,Fraud,Medium,2,4
903865,330635,2025-09-16 08:50:07,Card,Medium,3,5
903866,310393,2023-03-15 04:50:04,Loan,Low,3,3
903867,335740,2025-03-31 17:34:38,Transaction,High,14,4
903868,329746,2023-03-14 16:24:08,Fraud,High,10,4
903869,308493,2024-07-27 22:48:38,Fraud,Low,10,4
903870,301752,2025-03-17 02:53:42,Loan,Medium,0,3
903871,314238,2025-07-15 16:22:30,Service,High,14,1
903872,327237,2024-05-23 12:33:12,Transaction,Medium,18,4
903873,302857,2025-01-17 17:45:37,Fraud,High,10,4
903874,327026,2023-12-28 03:13:16,Card,Low,16,2
903875,332890,2023-01-27 11:45:26,Service,Medium,13,4
903876,338978,2024-12-30 23:02:30,Card,Medium,0,2
903877,302057,2025-09-01 08:35:26,Card,Low,17,2
903878,311928,2024-10-22 19:19:42,Fraud,Critical,4,5
903879,321312,2023-02-18 22:57:41,Card,High,17,5
903880,328534,2023-10-08 19:28:55,Loan,Medium,3,1
903881,328584,2023-07-21 09:18:11,Service,Critical,9,5
903882,302232,2025-10-02 16:25:05,Transaction,Medium,0,3
903883,332621,2025-10-17 08:36:17,Card,Critical,4,5
903884,331753,2025-07-02 10:23:37,Card,High,16,3
903885,304614,2023-02-25 05:54:25,Loan,Low,14,2
903886,334541,2023-07-26 03:18:31,Fraud,Critical,13,3
903887,319956,2024-03-14 05:10:28,Card,High,10,5
903888,310943,2025-09-08 10:06:52,Service,High,7,3
903889,330055,2023-09-27 04:25:38,Service,Low,8,3
903890,326580,2025-05-21 15:56:28,Transaction,Critical,8,1
903891,323601,2025-11-06 22:18:02,Fraud,Medium,18,5
903892,333017,2025-10-01 06:26:32,Loan,Critical,5,4
903893,337683,2025-05-02 17:49:42,Transaction,Low,4,2
903894,321602,2024-09-15 23:54:29,Service,Critical,3,4
903895,304645,2025-04-30 20:28:32,Card,High,18,5
903896,336449,2025-08-29 23:34:02,Loan,Low,4,1
903897,329348,2023-11-14 01:55:29,Service,Medium,0,1
903898,306228,2023-08-13 23:03:57,App,High,4,2
903899,300766,2023-11-20 11:26:07,Fraud,Medium,16,4
903900,338385,2024-10-24 00:58:52,Service,High,0,2
903901,332476,2025-09-11 10:00:42,Loan,Critical,8,1
903902,307270,2023-05-09 15:08:05,Loan,Critical,18,5
903903,321946,2023-03-19 06:21:09,Service,High,16,4
903904,337198,2023-07-21 18:43:56,Transaction,Critical,17,4
903905,327597,2023-08-22 02:24:01,Service,Medium,6,4
903906,332733,2023-08-09 01:47:54,App,High,3,4
903907,305569,2023-09-30 10:17:49,Loan,Low,4,3
903908,314931,2025-11-21 01:09:46,Transaction,Critical,12,2
903909,315719,2023-08-12 22:18:00,Service,Critical,11,4
903910,320363,2025-07-16 14:52:49,App,Low,13,4
903911,332275,2025-09-20 14:24:46,Card,Low,14,1
903912,335929,2024-06-04 01:28:19,Card,Critical,6,2
903913,312951,2025-07-25 14:31:14,Fraud,Medium,7,1
903914,338266,2024-02-23 05:09:01,Service,Low,4,4
903915,339168,2024-12-01 10:44:46,App,Low,7,2
903916,303945,2023-01-26 00:24:08,Fraud,Medium,19,5
903917,306472,2024-01-04 03:27:20,Loan,Critical,16,5
903918,306951,2024-06-07 02:19:24,Service,Critical,4,5
903919,330357,2025-02-03 14:59:16,Loan,High,8,2
903920,335831,2023-11-14 07:23:10,Fraud,Low,19,2
903921,316132,2024-11-15 12:54:03,Loan,Medium,15,1
903922,338657,2023-12-02 17:07:20,Service,Critical,5,2
903923,310770,2023-10-11 03:15:42,Service,Medium,1,3
903924,320825,2024-12-29 16:45:02,Fraud,Critical,8,1
903925,329373,2023-03-01 21:54:37,Transaction,High,6,1
903926,307656,2025-06-15 17:19:34,Card,Medium,14,4
903927,326054,2024-01-13 08:52:30,Transaction,High,12,3
903928,310907,2024-12-20 03:46:26,Fraud,High,5,3
903929,329399,2025-08-28 14:03:18,App,Medium,1,5
903930,332196,2025-03-14 18:13:15,Loan,Low,13,2
903931,337449,2025-04-08 21:46:50,Card,High,16,5
903932,317365,2023-06-21 00:49:29,Fraud,High,11,3
903933,328295,2025-07-07 21:57:38,Card,Critical,2,4
903934,307413,2023-09-02 05:09:25,Transaction,Low,4,5
903935,308235,2025-03-05 05:48:45,Service,Medium,0,1
903936,308122,2024-12-13 00:05:14,Loan,Low,2,4
903937,308389,2025-08-27 07:51:36,Fraud,Critical,16,4
903938,305689,2023-04-14 04:37:11,Transaction,Low,8,3
903939,301175,2023-10-03 19:16:35,Loan,High,9,3
903940,313440,2023-04-19 10:29:03,Service,Low,11,3
903941,339730,2025-05-19 14:36:05,Card,High,10,3
903942,319686,2025-06-08 05:42:30,Service,Critical,15,5
903943,324345,2024-09-29 15:54:36,Service,High,7,2
903944,339794,2023-06-16 14:04:27,Loan,Critical,3,1
903945,304184,2024-06-14 23:04:50,Loan,Medium,13,2
903946,317717,2025-01-13 08:42:04,App,Low,8,3
903947,326927,2023-01-15 00:51:30,Card,High,1,5
903948,326230,2024-02-24 18:06:38,App,Medium,10,3
903949,336405,2024-03-16 11:23:44,Transaction,High,15,5
903950,300809,2024-05-10 14:27:32,Fraud,Critical,7,2
903951,326808,2025-02-27 18:30:54,Card,Critical,13,2
903952,307598,2024-04-24 13:43:03,Transaction,Critical,5,4
903953,302077,2024-06-29 09:25:05,Card,High,12,4
903954,338036,2024-10-18 06:44:37,Card,Critical,1,2
903955,321061,2024-12-29 07:13:44,Service,Medium,4,5
903956,334551,2024-03-02 11:13:00,Loan,Low,16,2
903957,305213,2023-07-07 21:00:48,Transaction,Medium,3,2
903958,324995,2024-12-07 21:52:59,Service,High,19,4
903959,321451,2025-08-09 13:48:38,Service,Low,7,2
903960,314626,2024-09-27 13:30:20,Service,Critical,18,5
903961,310036,2025-09-12 20:55:14,Transaction,High,17,4
903962,304567,2025-10-24 05:42:09,Transaction,High,7,2
903963,312117,2025-03-18 06:15:37,App,High,5,2
903964,309939,2024-09-19 17:21:41,Card,Low,17,3
903965,333830,2025-04-27 07:02:47,Loan,Medium,13,1
903966,309097,2023-09-27 22:46:33,Service,Medium,16,5
903967,321861,2024-10-07 00:42:52,Card,Critical,17,1
903968,311744,2025-04-19 21:16:34,App,High,6,2
903969,339449,2024-12-06 16:28:44,Card,Low,7,2
903970,338886,2025-06-25 01:33:46,Loan,High,14,4
903971,316914,2024-08-28 21:59:32,Fraud,Medium,5,5
903972,330376,2023-09-06 14:04:27,Fraud,High,18,1
903973,313127,2025-11-26 08:36:17,Fraud,Low,17,3
903974,316266,2024-11-07 16:59:33,Card,Critical,8,3
903975,323778,2023-07-11 03:06:04,Loan,Low,19,4
903976,329028,2023-10-31 08:33:14,Loan,High,9,2
903977,321774,2023-03-30 16:07:45,Card,Medium,3,5
903978,307527,2025-03-18 20:59:41,Service,Critical,3,5
903979,332482,2024-03-17 10:57:32,Transaction,Low,7,2
903980,335324,2025-05-08 01:48:22,Loan,Critical,11,2
903981,331606,2024-05-06 11:27:47,Card,High,8,4
903982,336384,2023-06-25 05:01:30,App,Low,5,3
903983,337507,2025-02-24 15:02:04,Transaction,Low,16,3
903984,314683,2025-09-07 16:06:44,App,High,15,4
903985,320215,2024-07-28 18:51:20,Card,Critical,19,3
903986,331511,2023-02-20 13:03:24,Service,Medium,16,5
903987,315171,2024-04-28 21:17:17,Card,High,5,2
903988,318105,2023-05-27 01:49:27,Loan,Critical,10,1
903989,304202,2025-04-11 23:33:02,Card,High,6,5
903990,304762,2024-09-02 01:28:56,Loan,Critical,12,2
903991,316002,2023-06-04 23:31:00,App,Critical,11,1
903992,320697,2025-02-28 16:10:22,Fraud,High,17,2
903993,330108,2023-11-19 19:47:53,App,Low,12,5
903994,314331,2023-10-28 20:56:43,Service,High,0,2
903995,334438,2024-04-27 20:44:03,Transaction,Critical,19,4
903996,315831,2023-09-20 14:37:03,Service,Medium,12,5
903997,316329,2025-03-25 10:51:36,Fraud,Low,18,2
903998,301075,2025-02-25 12:23:17,Fraud,High,10,2
903999,309597,2023-12-06 19:31:51,Card,Critical,8,3
904000,312122,2025-09-16 13:17:49,Transaction,High,0,4
904001,335335,2024-02-06 19:47:52,Card,Medium,18,4
904002,331742,2023-02-12 04:12:13,Card,Medium,15,4
904003,304255,2025-02-09 15:41:55,Service,Medium,10,1
904004,338027,2024-02-19 01:59:50,Transaction,Medium,11,5
904005,312057,2023-09-18 03:37:33,Fraud,High,18,2
904006,312719,2023-10-30 08:02:17,Transaction,Medium,17,1
904007,326191,2025-01-01 15:08:15,Card,High,4,1
904008,312853,2024-09-09 19:08:58,Card,Low,1,4
904009,331497,2025-10-07 08:13:11,App,High,12,4
904010,328924,2024-07-28 10:59:11,Service,Critical,17,1
904011,327468,2024-08-23 08:41:04,Fraud,Low,12,4
904012,335224,2024-10-11 04:38:49,Loan,Medium,9,1
904013,313316,2024-07-21 12:21:25,Service,Critical,13,2
904014,336376,2024-09-04 04:53:32,App,Low,11,1
904015,313067,2025-03-29 18:15:27,Loan,Medium,5,2
904016,303193,2024-12-01 03:06:39,Transaction,Low,12,3
904017,328563,2025-07-23 17:08:52,Service,High,13,1
904018,323909,2025-11-18 15:27:09,Fraud,High,12,4
904019,330430,2025-07-29 04:28:05,App,Medium,12,3
904020,324794,2024-06-10 13:16:55,Card,Medium,9,4
904021,335895,2023-12-21 13:54:36,Service,Critical,10,4
904022,329398,2023-04-09 03:17:41,Loan,Critical,15,2
904023,327031,2025-04-07 07:08:50,Card,Low,6,3
904024,304408,2023-01-11 02:26:25,Transaction,Low,16,2
904025,337029,2023-08-08 13:28:19,Loan,Critical,18,3
904026,320118,2025-06-29 00:35:32,Transaction,Low,18,3
904027,320671,2024-07-20 08:46:16,Service,High,14,2
904028,319870,2023-02-01 09:03:43,Transaction,High,10,3
904029,328800,2025-09-30 17:33:22,Service,Low,2,5
904030,302017,2024-11-13 19:36:03,Card,Critical,17,5
904031,338191,2025-04-02 00:48:59,Service,Critical,1,3
904032,330205,2025-05-18 05:14:27,Service,Low,18,4
904033,304498,2024-04-30 16:57:22,Loan,Low,6,3
904034,319495,2024-05-22 03:25:28,Transaction,High,13,3
904035,337436,2025-10-07 03:33:02,Card,High,1,4
904036,302735,2023-05-12 10:31:24,Fraud,Low,0,2
904037,316276,2024-12-15 10:48:24,Fraud,Medium,17,2
904038,333192,2023-04-29 21:32:37,Service,Low,11,2
904039,301538,2024-07-15 07:05:16,Card,Low,17,1
904040,314131,2023-03-20 05:20:01,Loan,Critical,11,3
904041,306892,2025-09-06 00:31:48,Transaction,Low,3,3
904042,329637,2023-05-31 06:27:26,Card,Critical,9,3
904043,322187,2024-12-07 01:51:43,App,High,3,5
904044,335443,2023-10-01 09:16:13,Service,High,12,4
904045,333946,2023-05-06 00:18:58,Card,Medium,4,4
904046,305387,2023-01-22 07:20:00,App,Low,9,5
904047,325932,2024-02-14 19:00:16,Service,Medium,12,4
904048,315459,2023-05-26 07:43:03,Loan,High,8,5
904049,327466,2024-03-30 06:59:20,Transaction,Critical,18,2
904050,318307,2023-06-24 20:55:43,Card,Medium,3,4
904051,307490,2023-12-07 20:43:21,Service,High,13,4
904052,325613,2023-05-31 03:55:27,Fraud,High,2,2
904053,309489,2023-01-23 02:03:09,App,Medium,14,1
904054,319889,2025-04-16 20:35:35,Fraud,Low,5,3
904055,328351,2023-05-17 07:39:30,Fraud,Critical,15,1
904056,317417,2023-05-16 03:58:00,Fraud,Low,16,4
904057,334544,2024-02-18 20:21:50,Card,Low,14,5
904058,319080,2025-09-01 23:30:46,Transaction,High,0,2
904059,331224,2025-07-20 17:38:06,Card,Medium,17,1
904060,331824,2024-01-29 13:14:54,Fraud,High,6,1
904061,314191,2025-05-20 01:17:14,Fraud,High,1,3
904062,317361,2024-03-21 19:09:53,Loan,High,11,1
904063,324502,2024-11-22 17:53:51,Fraud,Critical,16,2
904064,316077,2025-09-07 08:54:12,Service,High,8,3
904065,317580,2025-02-19 07:06:17,Fraud,Medium,12,5
904066,311895,2023-05-03 01:44:59,Service,Critical,3,2
904067,329635,2024-11-02 06:10:44,Fraud,Critical,1,3
904068,310019,2023-06-17 17:57:39,Fraud,High,4,3
904069,337369,2023-09-03 03:13:47,App,Critical,13,3
904070,336982,2025-01-04 03:33:00,Service,Critical,1,4
904071,338905,2024-01-16 01:01:32,Transaction,Medium,4,3
904072,311100,2023-12-09 22:15:28,App,Medium,15,1
904073,319878,2023-03-29 21:10:43,App,Low,11,5
904074,320093,2024-05-23 06:48:39,Service,Critical,12,4
904075,338328,2025-04-12 20:29:53,Transaction,High,3,1
904076,325736,2024-04-10 17:06:26,Service,Low,2,4
904077,325725,2025-03-28 16:48:26,App,High,6,3
904078,335495,2023-12-31 23:10:38,Fraud,Low,14,3
904079,335868,2025-11-05 05:28:52,Service,Critical,4,3
904080,321593,2025-09-01 09:46:59,App,Critical,18,1
904081,303395,2025-04-16 05:14:26,Card,High,9,5
904082,307011,2023-03-06 23:22:07,Transaction,Medium,8,3
904083,336149,2024-12-30 19:46:13,Loan,High,11,3
904084,307519,2023-11-10 17:44:51,Service,Low,0,1
904085,338470,2025-07-15 17:12:09,Loan,Low,7,3
904086,301790,2023-03-20 17:35:27,Fraud,Critical,1,3
904087,308387,2023-10-22 03:11:36,Transaction,High,12,1
904088,334350,2023-01-09 20:13:18,Transaction,High,3,2
904089,314150,2024-04-16 16:03:27,App,High,10,1
904090,322948,2023-10-23 14:57:58,Loan,High,10,1
904091,305798,2025-08-14 12:56:34,Service,Critical,18,5
904092,306483,2023-09-30 05:26:14,Loan,High,17,4
904093,330947,2024-03-03 15:56:34,Service,Medium,0,1
904094,339148,2023-05-26 02:49:57,Transaction,Low,6,2
904095,324127,2023-07-18 03:10:05,App,Low,7,2
904096,304394,2025-07-18 14:43:44,App,Critical,17,3
904097,301300,2025-01-25 03:41:44,Card,Medium,19,3
904098,310327,2024-09-03 05:03:59,Fraud,Medium,5,2
904099,302207,2024-12-23 08:47:58,Card,Critical,17,3
904100,309156,2025-10-17 20:09:47,Service,Medium,17,4
904101,314935,2023-11-17 03:33:30,App,Critical,14,5
904102,326476,2025-06-14 00:01:42,Service,High,13,1
904103,313941,2024-10-07 04:11:35,Fraud,Critical,9,3
904104,330799,2025-07-10 14:14:12,Card,High,14,4
904105,302628,2024-02-08 20:52:08,Transaction,Critical,9,1
904106,326724,2025-04-13 17:25:28,Fraud,High,12,2
904107,322716,2025-06-23 15:13:22,App,Medium,13,1
904108,300368,2023-07-18 05:55:10,Service,Critical,6,3
904109,334830,2024-07-30 01:33:04,Transaction,High,11,1
904110,308015,2024-09-16 22:00:57,Loan,Low,3,5
904111,301130,2024-07-25 09:06:02,Card,Low,17,5
904112,307368,2023-03-21 13:59:49,Service,Critical,2,4
904113,312518,2024-10-26 21:13:21,App,Critical,17,4
904114,305668,2025-05-03 11:37:07,Fraud,Low,12,1
904115,322891,2023-05-27 12:10:45,App,Low,19,2
904116,314338,2023-10-13 21:08:36,Transaction,Critical,19,1
904117,330793,2023-11-25 05:46:26,Transaction,Critical,7,2
904118,315490,2023-09-02 07:13:09,Fraud,Critical,6,5
904119,330703,2024-11-06 18:33:15,Transaction,Critical,4,2
904120,320174,2025-03-28 21:04:46,Fraud,Low,8,3
904121,320351,2024-03-31 07:11:41,Loan,Critical,15,4
904122,301776,2023-03-23 23:12:16,App,Low,8,3
904123,305608,2024-12-14 23:25:22,App,Critical,19,5
904124,305382,2024-07-13 11:29:11,Service,Medium,15,4
904125,302321,2023-11-17 19:26:46,App,High,12,2
904126,324947,2023-08-10 15:51:09,Fraud,High,10,5
904127,335974,2025-03-26 18:41:28,Transaction,High,11,5
904128,307879,2023-02-11 04:17:30,Service,Low,5,1
904129,305300,2025-08-01 06:03:32,Fraud,Medium,16,3
904130,334330,2025-04-12 06:23:39,Card,Low,1,5
904131,308480,2025-03-23 00:28:15,App,Critical,7,4
904132,305114,2024-08-16 20:42:14,Service,Low,0,5
904133,323245,2025-04-15 03:42:00,App,Low,2,2
904134,310978,2023-02-23 09:54:06,Fraud,Medium,16,3
904135,301867,2024-04-23 21:42:01,Loan,Low,14,1
904136,338060,2025-02-02 19:52:00,Loan,Critical,0,4
904137,307099,2024-05-02 22:11:00,Fraud,High,8,2
904138,327448,2023-03-10 22:39:28,Service,Low,4,2
904139,303270,2024-06-19 21:26:57,Fraud,Medium,12,1
